"file","subject","time","condition","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","P0_Q1","P0_Q2","P0_Q3","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","posimgs","age","gender","pics","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","SMS5","SVS","ITW","ITW_group","stimulus","qbit","accuracy","Q0","autonomie1","autonomie2","autonomie3","BF"
412,"bv8k6zgae2rfca5b","2023-09-12T20:37:50Z","save",0,4,3,3,0,6,0,3,5,5,3,0,4,4,17,31,"weiblich",13,2,3,2,5,1,1.6,3,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,2.9109280528709625
414,"l79ybz3lg8xfpwas","2023-09-12T21:10:40Z","save",0,4,0,4,0,7,7,7,2,2,3,3,2,3,6,25,"weiblich",6,2,2,2,2,2,0.8,7,2,"low",NA,NA,NA,NA,NA,NA,NA,2.395166146193565
416,"r8p8z1a5mv6abc7r","2023-09-12T21:50:03Z","save",0,6,0,5,0,8,3,7,2,2,4,3,2,4,10,56,"weiblich",7,0,1,1,2,1,0.2,6,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,2.095592033158297
417,"od295eoxzqsauj3a","2023-09-12T21:50:36Z","save",4,4,4,1,3,4,3,4,4,4,1,1,4,1,6,30,"weiblich",6,2,5,4,4,4,3.6,3.666666666666667,4,"high",NA,NA,NA,NA,NA,NA,NA,1.7668236142236344
418,"6nanjnkdwjucxakb","2023-09-12T22:49:04Z","save",3,3,2,5,2,4,3,4,1,3,3,3,3,3,12,34,"weiblich",13,3,1,2,2,2,2.2,3.666666666666667,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.9641272702880745
421,"6c89d6tjkbm9thp7","2023-09-13T05:22:15Z","save",0,6,0,6,0,10,10,10,0,0,5,5,4,5,14,53,"weiblich",9,0,0,0,0,0,0,10,0.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.8871301716494417
423,"pswybm2jqaq5q9r3","2023-09-13T05:52:02Z","save",0,6,4,5,0,10,7,8,2,3,3,3,3,2,20,67,"weiblich",7,0,1,2,2,3,1,8.333333333333334,2.5,"low",NA,NA,NA,NA,NA,NA,NA,1.6729976169232736
425,"kye9rty8x6bmq4go","2023-09-13T05:58:05Z","save",1,1,5,1,3,7,7,7,1,2,1,4,2,3,15,35,"männlich",11,5,5,4,1,2,3.8,7,2,"low",NA,NA,NA,NA,NA,NA,NA,1.7332085651297748
426,"1fuls0s3rt0upvxk","2023-09-13T06:01:11Z","save",3,4,1,5,1,8,8,8,4,4,1,1,4,1,15,36,"weiblich",14,2,1,4,4,4,1.6,8,4,"high",NA,NA,NA,NA,NA,NA,NA,1.987193942253969
427,"bnbs14b05qvg099s","2023-09-13T06:05:49Z","save",1,2,2,2,3,4,7,6,4,4,5,2,4,3,8,38,"weiblich",8,4,4,0,3,2,2.8,5.666666666666667,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.8337583317381447
428,"vkdovyg4t6hvb7ls","2023-09-13T06:09:26Z","save",4,2,3,3,2,5,3,3,4,4,3,3,3,3,10,23,"männlich",8,4,3,2,2,2,3.2,3.666666666666667,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.696396567214299
429,"r93m00bmkuk5clbq","2023-09-13T06:11:10Z","save",5,0,5,0,6,0,0,0,4,3,2,2,3,2,14,52,"männlich",13,6,6,3,3,3,5.6,0,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.880709161768724
432,"rq7tf4p99rh7k6wc","2023-09-13T06:32:49Z","save",0,1,1,1,1,2,3,3,1,1,2,2,2,2,10,56,"weiblich",8,5,5,3,3,3,2.4,2.666666666666667,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.7390262470266888
435,"zt4vz7g49j2va2rd","2023-09-13T07:29:02Z","save",1,5,0,5,0,10,10,10,1,1,3,4,2,4,17,33,"weiblich",17,1,1,2,1,1,0.6,10,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,2.1688168624572555
437,"r8vut83bjsxzctel","2023-09-13T07:35:21Z","save",0,6,0,6,0,8,7,8,3,3,2,3,3,2,17,37,"weiblich",13,0,0,3,2,3,0,7.666666666666667,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.420708934456248
438,"eeexdz7xgg9r40kr","2023-09-13T08:04:54Z","save",3,4,1,5,0,8,7,8,5,5,1,1,2,1,19,28,"weiblich",13,2,1,4,4,4,1.4,7.666666666666667,4,"high",NA,NA,NA,NA,NA,NA,NA,2.711748139916259
440,"hnt5vbmsm7ms1o83","2023-09-13T08:14:42Z","save",0,6,0,4,0,9,10,7,3,0,2,3,3,2,12,42,"weiblich",12,0,2,3,2,3,0.4,8.666666666666666,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,2.9376247011196313
441,"3h73na8dzzlc5zxq","2023-09-13T08:25:13Z","save",0,6,4,4,0,5,1,5,5,5,4,1,4,2,19,40,"männlich",5,0,2,1,4,3,1.2,3.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,2.3283729980786
442,"t902xebj5duqxob8","2023-09-13T08:37:54Z","save",2,3,1,3,0,6,3,5,4,4,3,2,4,2,7,36,"weiblich",8,3,3,2,3,3,1.8,4.666666666666667,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.145576365565971
443,"6bn9flrv15rtxs96","2023-09-13T08:38:10Z","save",0,5,1,6,0,8,8,8,3,3,3,2,2,3,13,56,"weiblich",10,1,0,2,3,2,0.4,8,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.1446988193428966
446,"84labypa4ty1us3l","2023-09-13T08:58:00Z","save",0,4,0,4,0,6,6,7,4,3,2,3,2,3,18,30,"weiblich",11,2,2,3,2,2,0.8,6.333333333333333,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,2.225987659835014
448,"enfeelfdbvyl3c9w","2023-09-13T09:10:26Z","save",4,0,3,0,3,7,6,8,3,3,3,3,3,3,15,49,"weiblich",13,6,6,2,2,2,4.4,7,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.4830628030403723
450,"37jckajsvcvzkbjt","2023-09-13T09:31:17Z","save",3,2,0,3,0,5,5,5,4,1,2,1,3,2,14,33,"weiblich",14,4,3,3,4,3,2,5,3,"high",NA,NA,NA,NA,NA,NA,NA,2.8761267980844405
451,"w2b8so3amh93bbc3","2023-09-13T09:41:39Z","save",1,3,2,2,0,4,3,6,3,4,2,1,3,2,15,24,"weiblich",13,3,4,3,4,3,2,4.333333333333333,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,3.2344598689204993
452,"cp7y8zjbprvuqoyd","2023-09-13T09:58:03Z","save",0,4,1,4,0,8,6,7,3,3,2,2,3,2,13,58,"weiblich",12,2,2,3,3,3,1,7,3,"high",NA,NA,NA,NA,NA,NA,NA,3.5135959509110175
457,"kb68u40mtw1a031q","2023-09-13T11:15:34Z","save",1,4,2,1,0,3,2,4,4,4,3,2,3,1,5,62,"männlich",9,2,5,2,3,4,2,3,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,3.3572917708500696
460,"2d01b9z38l9gdqne","2023-09-13T12:31:15Z","save",0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,33,"weiblich",10,6,6,2,1,2,2.4,0,0.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,3.3567082826970576
463,"shg9ah5n17b52abn","2023-09-13T13:34:39Z","save",2,3,1,5,0,8,7,6,2,1,2,2,2,2,10,68,"weiblich",10,3,1,3,3,3,1.4,7,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,3.3561195236782253
464,"5teoka0st9wvcsz1","2023-09-13T14:54:28Z","save",0,0,5,1,5,2,2,2,3,4,1,0,0,2,8,46,"weiblich",11,6,5,4,5,3,4.2,2,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,3.5027699501694944
465,"dlb8xtaredf83n71","2023-09-13T16:04:32Z","save",0,3,0,4,0,3,3,4,2,2,5,2,2,3,8,32,"männlich",9,3,2,0,3,2,1,3.333333333333333,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,3.34685340454666
466,"b3m5b4hqar4g1mle","2023-09-13T18:07:12Z","save",2,2,2,4,2,3,3,4,5,5,5,3,1,2,7,31,"weiblich",8,4,2,0,2,3,2.4,3.333333333333333,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,3.0547645512631116
467,"y4rdwqh58r8zbtp2","2023-09-13T18:12:58Z","save",3,5,1,2,0,5,3,8,1,2,4,3,3,3,16,38,"weiblich",13,1,4,1,2,2,1.8,5.333333333333333,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,3.4415367363575036
471,"171eqwgo5wwyhcf3","2023-09-13T19:57:51Z","save",0,6,0,6,0,8,9,7,4,5,2,2,4,2,9,55,"weiblich",6,0,0,3,3,3,0,8,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,2.848373624510555
472,"mk3x9xgatv3g7zrv","2023-09-13T19:59:35Z","save",0,4,0,4,0,8,5,5,0,0,5,4,0,5,11,72,"weiblich",10,2,2,0,1,0,0.8,6,0.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,2.847620080993831
473,"lnyljvm5uxt5bnw5","2023-09-13T19:59:35Z","save",0,0,0,2,1,5,2,2,5,5,2,1,4,2,13,25,"weiblich",11,6,4,3,4,3,2.2,3,4,"high",NA,NA,NA,NA,NA,NA,NA,2.9647236973121713
475,"4f6p7fxby0l4nlbe","2023-09-14T01:44:12Z","save",2,2,2,2,2,3,2,2,2,2,2,2,2,2,10,37,"weiblich",6,4,4,3,3,3,2.8,2.333333333333333,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.478369770784863
477,"u2u0nhy8jp4bf201","2023-09-14T04:48:56Z","save",0,5,0,4,0,8,9,8,5,5,5,5,5,5,9,55,"männlich",11,1,2,0,0,0,0.6,8.333333333333334,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.5751590532918325
478,"6fpyjeqk8wmjvu5p","2023-09-14T04:50:19Z","save",3,4,4,4,3,3,3,2,4,3,2,4,2,3,12,60,"weiblich",10,2,2,3,1,2,2.8,2.666666666666667,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.574338140115767
483,"muc699jqlq8fgpfb","2023-09-14T08:51:47Z","save",3,5,4,6,2,2,2,2,2,2,4,3,2,4,10,36,"weiblich",10,1,0,1,2,1,2,2,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,2.5735153799606496
488,"ps4md640g2ngbo36","2023-09-14T12:55:58Z","save",0,5,1,4,0,6,6,8,2,4,3,0,2,2,13,33,"weiblich",13,1,2,2,5,3,0.8,6.666666666666667,3,"high",NA,NA,NA,NA,NA,NA,NA,2.879214232866953
490,"nk8pfusk158u96b4","2023-09-14T13:46:16Z","save",4,3,1,2,3,5,3,3,5,5,4,3,3,4,7,25,"weiblich",8,3,4,1,2,1,3,3.666666666666667,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.6425620920848236
1,"w9h43dxo5k59kysy","2023-11-02T12:46:57Z","save",3,3,4,5,3,8,7,7,4,2,2,3,2,2,10,22,"male",10,3,1,3,2,3,2.8,7.333333333333333,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,2.6417467537240356
3,"nl18cmsnee1fjr7j","2023-11-02T13:16:07Z","save",0,4,0,3,0,8,8,10,0,1,3,3,2,4,13,24,"female",9,2,3,2,2,1,1,8.666666666666666,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,2.5351732386361885
4,"6r7c0nxhbuy63sya","2023-11-02T13:17:33Z","save",4,3,5,2,2,5,3,10,4,5,3,1,3,1,10,25,"male",14,3,4,2,4,4,3.6,6,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,2.931510955222817
6,"34r8rnfk49brom96","2023-11-02T13:29:34Z","save",4,2,5,1,1,5,4,6,3,4,2,2,4,4,8,22,"männlich",8,4,5,3,3,1,3.8,5,3,"high",NA,NA,NA,NA,NA,NA,NA,2.6904303050062017
7,"es98k1kseu6o36yu","2023-11-02T13:34:46Z","save",1,4,0,4,0,7,5,8,2,2,2,3,3,3,10,22,"männlich",8,2,2,3,2,2,1,6.666666666666667,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,2.47516890753404
8,"bleuxvludlxn0fvr","2023-11-02T13:38:08Z","save",1,6,3,4,1,8,7,8,5,2,4,2,5,3,7,22,"male",10,0,2,1,3,2,1.4,7.666666666666667,3,"high",NA,NA,NA,NA,NA,NA,NA,2.474318454279187
10,"euq2gc2thqan549w","2023-11-02T13:47:57Z","save",0,5,5,1,0,8,6,6,3,3,1,1,4,1,10,23,"female",11,1,5,4,4,4,2.2,6.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,2.570220315906513
11,"g50a6z6l3tk6d7ux","2023-11-02T13:52:27Z","save",0,3,0,5,0,7,0,8,3,3,1,3,1,3,15,22,"männlich",9,3,1,4,2,2,0.8,5,2.5,"low",NA,NA,NA,NA,NA,NA,NA,2.4679628506411895
13,"wk85s5gsjjzpztxn","2023-11-02T13:53:14Z","save",0,5,5,3,1,6,6,4,3,1,2,1,3,1,7,21,"female",6,1,3,3,4,4,2,5.333333333333333,3,"high",NA,NA,NA,NA,NA,NA,NA,2.0903518233829796
16,"yte4dykw6mypyjwt","2023-11-02T13:57:22Z","save",1,5,5,3,1,8,7,7,5,5,2,1,4,3,9,22,"male",10,1,3,3,4,2,2.2,7.333333333333333,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.0894565216466217
17,"fvj6lywrsgznl3l8","2023-11-02T14:01:50Z","save",4,4,4,1,4,3,3,3,3,3,1,2,1,1,9,22,"männlich",9,2,5,4,3,4,3.8,3,3,"high",NA,NA,NA,NA,NA,NA,NA,2.011965869601788
19,"jdrab2n5d0a2n04j","2023-11-02T14:09:13Z","save",3,1,4,3,0,5,5,5,3,4,1,2,4,3,16,26,"weiblich",15,5,3,4,3,2,3,5,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.371502188904219
21,"szewe970qz5v59pd","2023-11-02T14:22:50Z","save",0,6,1,6,0,10,10,10,1,0,2,4,4,3,15,22,"male",11,0,0,3,1,2,0.2,10,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,2.4610621927175576
22,"nfe0t3zg7uzapngh","2023-11-02T14:30:36Z","save",1,1,4,6,3,0,0,0,1,3,5,2,4,4,6,22,"weiblich",6,5,0,0,3,1,2.6,0,2,"low",NA,NA,NA,NA,NA,NA,NA,2.089033276244184
23,"qqyx18z01ks5lzhe","2023-11-02T14:31:43Z","save",0,6,0,5,0,9,0,5,5,5,1,0,5,0,8,23,"weiblich",9,0,1,4,5,5,0.2,4.666666666666667,4.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,2.012463283296543
24,"k3zhr7dlz25x6gj5","2023-11-02T14:32:34Z","save",5,5,4,3,0,9,7,9,4,5,1,0,4,1,20,22,"weiblich",8,1,3,4,5,4,2.6,8.333333333333334,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.8683306680574925
25,"bzl3yvuv49vt35e9","2023-11-02T14:35:20Z","save",1,5,1,4,0,7,5,10,3,3,3,4,2,0,15,22,"female",6,1,2,2,1,5,1,7.333333333333333,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.6124688045174276
26,"ku30rzf37foosgey","2023-11-02T14:42:59Z","save",0,1,6,2,6,8,9,8,5,5,1,0,5,0,14,22,"weiblich",13,5,4,4,5,5,4.2,8.333333333333334,4.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.7712496193329679
28,"u9w0g5cpfkn73v8u","2023-11-02T14:46:16Z","save",0,5,1,5,0,7,5,5,5,5,1,0,5,0,5,21,"other",10,1,1,4,5,5,0.6,5.666666666666667,4.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.7703479718139254
29,"cwrx41mpxs7ra16t","2023-11-02T14:49:10Z","save",1,1,2,1,1,7,5,5,5,5,2,1,3,3,13,21,"male",12,5,5,3,4,2,2.8,5.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.8902733013909867
30,"1d1brwdm8szwquby","2023-11-02T14:49:51Z","save",0,5,4,2,0,8,9,7,1,1,3,2,1,2,18,22,"male",9,1,4,2,3,3,1.8,8,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.8237401454143054
31,"0u33ftfsvxvx8oj0","2023-11-02T14:54:11Z","save",0,4,5,4,0,8,3,6,5,5,1,2,4,1,12,19,"female",11,2,2,4,3,4,1.8,5.666666666666667,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.885710864102466
32,"ttxodo7j2osgcjjl","2023-11-02T14:54:36Z","save",0,6,4,6,5,7,8,9,1,1,4,4,3,4,20,20,"female",8,0,0,1,1,1,1.8,8,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.7545595214692273
34,"uewt90yckude60wj","2023-11-02T14:56:28Z","save",0,4,2,5,1,7,3,6,5,5,2,0,4,1,10,22,"männlich",11,2,1,3,5,4,1.2,5.333333333333333,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.8133034533997165
35,"gwzqtptm0vbsnd1w","2023-11-02T14:57:13Z","save",4,6,3,4,1,9,8,9,4,3,3,1,4,3,12,18,"female",9,0,2,2,4,2,2,8.666666666666666,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.7503555016142343
39,"jw1kduze6msvu32k","2023-11-02T15:12:57Z","save",1,5,5,5,2,2,2,2,1,1,2,1,4,2,12,18,"male",9,1,1,3,4,3,2,2,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.6903064165968453
40,"gxz2pao15xegk5ja","2023-11-02T15:22:42Z","save",6,1,3,1,3,6,6,4,2,4,1,1,4,1,12,19,"female",9,5,5,4,4,4,4.4,5.333333333333333,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.6329971052622319
44,"s43xxqvkqgwseewh","2023-11-02T15:54:20Z","save",3,1,4,4,2,3,3,6,3,4,3,1,2,3,12,24,"männlich",10,5,2,2,4,2,3.2,4,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.6321087034329032
45,"4tqzkodj6u5b0b7c","2023-11-02T15:55:13Z","save",1,5,5,2,1,6,8,6,1,2,4,4,1,3,12,22,"female",9,1,4,1,1,2,2.4,6.666666666666667,1.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.5773948842183763
46,"psdxv5j596g3gbp5","2023-11-02T16:03:21Z","save",0,6,1,5,0,7,8,8,1,1,3,2,1,3,15,60,"female",10,0,1,2,3,2,0.4,7.666666666666667,1.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.576512539915307
50,"cfh8nqugqfzujebg","2023-11-02T16:27:31Z","save",4,1,4,2,5,2,2,3,3,1,3,4,2,1,8,18,"male",7,5,4,2,1,4,4.4,2.333333333333333,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.4234051239663021
53,"105z9pn63mwv3p66","2023-11-02T17:10:18Z","save",6,1,0,2,5,3,2,3,4,4,1,1,5,1,10,19,"female",8,5,4,4,4,4,4,2.666666666666667,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.3340315251003803
55,"9zj4j9zkg14sows6","2023-11-02T17:29:29Z","save",4,5,1,4,0,6,6,6,2,3,3,0,2,3,10,19,"weiblich",12,1,2,2,5,2,1.6,6,2.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.4152199168181958
57,"0fmo3jxsc0ccod0s","2023-11-02T17:39:23Z","save",2,5,0,1,4,3,3,3,5,3,4,1,1,4,10,19,"female",11,1,5,1,4,1,2.4,3,2.5,"low",NA,NA,NA,NA,NA,NA,NA,1.458781910716637
61,"6k3q9mr8xoyouxb6","2023-11-02T18:04:33Z","save",4,2,0,5,0,6,9,7,2,3,4,2,4,5,6,19,"männlich",9,4,1,1,3,0,1.8,7.333333333333333,2.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.4119000573459708
62,"qty0mco75vrs939n","2023-11-02T18:08:11Z","save",0,2,3,3,0,5,4,4,3,5,1,2,5,0,12,20,"female",11,4,3,4,3,5,2,4.333333333333333,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.4553564144254207
67,"gq4eh1pwzolbch2d","2023-11-02T18:54:17Z","save",0,6,0,5,0,9,10,10,1,2,2,4,2,5,9,55,"female",9,0,1,3,1,0,0.2,9.666666666666666,1.5,"low",NA,NA,NA,NA,NA,NA,NA,1.4085923923245138
70,"dnyqdfapzk2epnuy","2023-11-02T19:33:40Z","save",0,1,3,1,0,9,5,7,4,4,1,1,5,1,10,31,"female",7,5,5,4,4,4,2.6,7,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.2777572566887943
75,"bv192fbxf0ytpu4c","2023-11-02T20:13:04Z","save",1,5,1,4,0,8,7,8,2,4,1,0,3,1,12,30,"male",12,1,2,4,5,4,1,7.666666666666667,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.3541307002902494
76,"a22vt0baawf2q66n","2023-11-02T20:25:14Z","save",3,3,2,2,0,8,9,9,0,1,4,4,2,4,12,46,"female",8,3,4,1,1,1,2.4,8.666666666666666,1,"low",NA,NA,NA,NA,NA,NA,NA,1.2709059444573243
77,"dvu8qwd3s8suool0","2023-11-02T20:28:38Z","save",1,0,6,0,6,2,2,2,5,5,1,1,4,1,10,19,"female",7,6,6,4,4,4,5,2,4.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.1578895266245626
78,"0cxz73r1efhrrw4z","2023-11-02T20:39:41Z","save",6,3,5,0,0,3,3,3,2,4,2,2,1,4,7,27,"female",11,3,6,3,3,1,4,3,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.1905451354763907
80,"dlkqbrll6085uknr","2023-11-02T21:07:56Z","save",0,6,1,2,0,8,8,8,2,2,3,4,1,4,12,55,"female",9,0,4,2,1,1,1,8,1.5,"low",NA,NA,NA,NA,NA,NA,NA,1.1552259480886495
82,"c6pndk53b0v65rb1","2023-11-02T22:02:55Z","save",5,4,5,1,3,3,3,4,5,4,1,3,2,2,13,18,"female",12,2,5,4,2,3,4,3.333333333333333,3.333333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.2213556506656214
83,"3g1c6u8wtlqlq7n1","2023-11-02T22:11:15Z","save",4,2,0,0,0,1,2,2,5,5,0,0,4,0,9,18,"female",9,4,6,5,5,5,2.8,1.666666666666667,4.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.1847703710190192
86,"ljj2rfvty945zb6j","2023-11-02T22:36:37Z","save",1,3,4,4,4,5,5,5,3,2,3,3,3,3,9,33,"male",9,3,2,2,2,2,2.8,5,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.1496805654545288
87,"gtp3ptqbey2zxqnr","2023-11-02T22:59:47Z","save",3,4,1,5,5,8,9,9,1,1,5,5,1,5,13,53,"male",11,2,1,0,0,0,2.4,8.666666666666666,0.5,"low",NA,NA,NA,NA,NA,NA,NA,1.1820551464186195
89,"2hptrd3e6j6bqrlt","2023-11-02T23:49:58Z","save",0,6,5,2,0,7,7,9,3,1,3,5,0,4,13,49,"female",9,0,4,2,0,1,1.8,7.666666666666667,1.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.147050726378019
91,"0hggog9qd3yv6onj","2023-11-03T00:58:11Z","save",3,3,2,1,2,7,3,4,5,4,1,5,5,0,15,32,"female",12,3,5,4,0,5,3,4.666666666666667,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.2126116942354033
92,"j2a126096gsgfubt","2023-11-03T02:06:43Z","save",2,2,2,2,2,5,4,5,2,1,4,4,1,4,10,56,"female",8,4,4,1,1,1,2.8,4.666666666666667,1.166666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.1413341927633451
95,"khh3b7s0wfryu2dp","2023-11-03T03:34:38Z","save",0,4,0,4,0,10,10,10,0,2,2,2,2,4,10,20,"female",10,2,2,3,3,1,0.8,10,1.833333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.1405479196484647
100,"frpaxhfzsmhgkmkz","2023-11-03T07:08:23Z","save",5,5,0,6,5,10,10,9,2,3,2,2,3,2,16,62,"female",14,1,0,3,3,3,2.2,9.666666666666666,2.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.2715324041596405
105,"78ev5a6c88zj0m9e","2023-11-03T07:44:55Z","save",1,2,2,1,2,6,5,5,3,3,0,0,4,2,10,38,"female",11,4,5,5,5,3,2.8,5.333333333333333,3.833333333333333,"high",NA,NA,NA,NA,NA,NA,NA,1.3087681725247098
107,"yojo7n6kgj0zgft0","2023-11-03T08:09:26Z","save",1,5,1,5,1,9,9,9,1,1,3,3,1,3,9,55,"female",9,1,1,2,2,2,1,9,1.5,"low",NA,NA,NA,NA,NA,NA,NA,1.2686415123820065
108,"2zrdvr0bljneweqn","2023-11-03T08:23:15Z","save",0,6,0,6,0,10,10,10,1,0,4,5,0,5,5,18,"female",4,0,0,1,0,0,0,10,0.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.0510382710777093
110,"txdfj82ren0nbw45","2023-11-03T09:36:03Z","save",0,6,1,3,2,6,7,8,5,3,0,1,2,0,18,52,"female",10,0,3,5,4,5,1.2,7,4,"high",NA,NA,NA,NA,NA,NA,NA,1.0502826077177971
111,"2cchl93yxdxmea4z","2023-11-03T09:57:04Z","save",1,4,4,4,1,6,1,6,5,5,1,0,3,2,16,21,"weiblich",10,2,2,4,5,3,2,4.333333333333333,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.0495286961336878
112,"5y0rydv6mp5d9ovh","2023-11-03T10:16:13Z","save",3,5,5,4,0,9,8,8,0,0,4,4,1,4,18,45,"female",9,1,2,1,1,1,2.2,8.333333333333334,0.666666666666667,"low",NA,NA,NA,NA,NA,NA,NA,1.020215615428824
115,"yhelab9u2lzrjfov","2023-11-03T10:54:17Z","save",0,2,3,1,3,6,4,6,5,5,0,0,0,0,17,52,"male",14,4,5,5,5,5,3,5.333333333333333,4.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.131016414409136
118,"1nzufn6u5bmgbj35","2023-11-03T11:25:22Z","save",4,3,2,3,4,8,6,6,5,3,2,2,4,2,12,22,"weiblich",10,3,3,3,3,3,3.2,6.666666666666667,3.5,"high",NA,NA,NA,NA,NA,NA,NA,1.1302461231790255
120,"23j7uaww0d2uz3oo","2023-11-03T11:30:27Z","save",0,6,0,6,0,0,0,0,1,2,3,4,3,5,10,58,"männlich",10,0,0,2,1,0,0,0,1.5,"low",NA,NA,NA,NA,NA,NA,NA,1.1294774916064405
124,"44oemuhymmudkdhh","2023-11-03T11:58:34Z","save",3,4,1,1,2,3,5,2,4,4,1,3,4,1,10,58,"männlich",11,2,5,4,2,4,2.6,3.333333333333333,3.666666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.1606256742944323
125,"1r2gfkzn3prnkvet","2023-11-03T12:06:25Z","save",1,5,1,4,0,5,5,9,2,3,3,3,2,2,20,47,"männlich",9,1,2,2,2,3,1,6.333333333333333,2.333333333333333,"low",NA,NA,NA,NA,NA,NA,NA,1.1269709945445736
127,"anlq4s7dpu713cup","2023-11-03T12:18:53Z","save",4,5,0,5,0,9,9,9,2,4,3,1,5,3,10,56,"female",8,1,1,2,4,2,1.2,9,3.166666666666667,"high",NA,NA,NA,NA,NA,NA,NA,1.0634844604940514
