"subject_id","date","de.sum","av.sum","oc.sum","Age","Sex","V1.SQ001.","V1.SQ002.","V1.SQ003.","V1.SQ004.","V1.SQ005.","V1.SQ006.","V1.SQ007.","V1.SQ008.","V1.SQ009.","V1.SQ010.","V1.SQ011.","V1.SQ012.","V1.SQ013.","V1.SQ014.","V1.SQ015.","V2.SQ001.","V2.SQ002.","V2.SQ003.","V2.SQ004.","V2.SQ005.","V2.SQ015.","V2.SQ006.","V2.SQ007.","V2.SQ008.","V2.SQ009.","V2.SQ010.","V2.SQ011.","V2.SQ012.","V2.SQ013.","V2.SQ014.","study","de.check","su.check","zw.check","score.de","score.av","score.oc","score.t","de.group","av.group","oc.group"
"RM_4t1zrl9o","2020-07-05T22:00:00Z",15,14,15,"A3","M",2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,4310,3722,3143,1.4,1.3,1.3,1.33333333333333,"low","low","low"
"RM_9slozctx","2020-07-05T22:00:00Z",11,17,16,"A1","F",2,1,3,3,2,2,1,3,3,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,2,2772,2424,2000,1.6,1.4,1.6,1.53333333333333,"low","low","low"
"RM_vbaeneot","2020-07-06T22:00:00Z",15,14,18,"A2","F",2,1,2,2,4,3,3,1,3,4,1,1,4,2,2,2,2,2,1,3,4,2,2,2,2,1,2,4,3,1,2,3719,2482,3164,2.4,2.3,2.1,2.26666666666667,"high","high","high"
"RM_fhohq9z6","2020-07-06T22:00:00Z",13,18,14,"A1","M",2,1,2,2,2,2,3,1,4,2,1,2,3,1,2,3,4,1,2,4,3,3,2,3,2,2,2,2,4,1,2,2184,4026,3502,2.2,2.4,2.2,2.26666666666667,"high","high","high"
"RM_dp680f5r","2020-07-06T22:00:00Z",16,12,13,"A3","F",4,3,3,2,4,3,1,1,4,2,3,4,4,2,2,3,1,2,1,1,4,3,1,2,3,1,1,4,2,1,2,11307,3467,2249,2.6,1.8,2.8,2.4,"high","low","high"
"RM_2s5z93f2","2020-07-06T22:00:00Z",15,15,13,"A1","M",3,1,3,4,4,1,1,1,1,1,1,4,4,1,4,1,4,3,1,2,3,4,2,4,4,2,1,3,3,4,2,2796,2608,2277,2.6,2.3,2.6,2.5,"high","high","high"
"RM_vmdbqy32","2020-07-06T22:00:00Z",13,11,15,"A5","M",3,1,3,2,1,3,3,1,2,2,1,1,4,1,1,1,1,1,1,3,2,1,1,3,2,1,2,3,2,1,2,2712,2342,2052,1.8,1.6,2,1.8,"low","low","high"
"RM_z7e89qlr","2020-07-06T22:00:00Z",15,13,13,"A4","F",1,1,3,2,1,2,1,2,2,1,1,1,4,2,1,1,2,1,2,2,2,1,1,1,2,1,2,4,3,2,2,55307,4557,3297,2.3,1.3,1.6,1.73333333333333,"high","low","low"
"RM_z7uo3r67","2020-07-07T22:00:00Z",15,13,13,"A1","F",4,2,2,1,2,3,4,2,3,2,2,4,1,3,4,4,1,2,1,4,4,2,3,4,4,1,3,3,2,1,2,2529,1598,1822,2.3,2.6,2.9,2.6,"high","high","high"
"RM_jhzc1k7t","2020-07-07T22:00:00Z",20,16,19,"A1","M",3,2,2,3,3,2,2,1,2,3,3,3,4,2,2,2,2,2,2,2,2,1,3,3,3,1,2,4,3,3,2,2780,2672,2328,2.5,2.2,2.5,2.4,"high","high","high"
"RM_gc2jxnk0","2020-07-07T22:00:00Z",13,14,16,"A1","F",1,1,2,2,1,4,1,1,1,3,1,1,3,2,3,1,2,1,3,4,2,1,3,3,2,2,1,3,3,2,2,2065,2566,3273,2,2.2,1.8,2,"high","high","low"
"RM_ppuomx9e","2020-07-07T22:00:00Z",17,15,14,"A5","M",2,1,2,3,2,3,1,2,3,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,3,1,2,1761,1709,2008,1.9,1.4,1.9,1.73333333333333,"low","low","low"
"RM_9flltkvs","2020-07-07T22:00:00Z",13,12,10,"A3","F",3,2,3,2,2,4,3,2,2,4,3,3,3,1,1,3,2,4,1,4,2,3,2,3,3,2,2,3,3,1,2,2223,2285,2295,2.3,2.9,2.4,2.53333333333333,"high","high","high"
"RM_wpjd2fof","2020-07-07T22:00:00Z",18,17,17,"A4","M",1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,3068,3209,3318,1.4,1.1,1.1,1.2,"low","low","low"
"RM_o38dwbqs","2020-07-07T22:00:00Z",14,19,16,"A1","F",1,3,3,3,2,3,2,2,3,4,2,3,3,2,3,2,1,2,1,3,2,1,2,2,2,2,3,3,2,2,2,2456,1351,1501,2.1,2.3,2.5,2.3,"high","high","high"
"RM_fz08pch3","2020-07-07T22:00:00Z",14,14,15,"A1","F",1,1,1,1,1,1,2,3,1,2,3,3,1,2,2,3,1,3,1,4,2,4,2,4,3,2,2,1,4,3,2,5195,1997,3312,1.7,2.8,1.9,2.13333333333333,"low","high","low"
"RM_c7ywqek4","2020-07-07T22:00:00Z",17,16,14,"A1","F",1,2,1,3,2,3,2,1,2,1,3,4,2,3,2,2,1,1,2,1,1,1,1,1,2,2,2,2,3,3,2,1442,121969,17103,1.8,1.7,2.2,1.9,"low","low","high"
"RM_9d0yk63j","2020-07-07T22:00:00Z",11,11,12,"A1","F",1,1,2,4,4,3,4,1,3,3,4,2,3,2,3,1,1,1,2,1,2,1,1,2,1,2,1,1,3,3,2,1574,2624,2752,1.8,2.3,2.2,2.1,"low","high","high"
"RM_e905dg44","2020-07-07T22:00:00Z",16,19,11,"A4","F",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2380,2380,1982,1.2,1,1.4,1.2,"low","low","low"
"RM_58e5okat","2020-07-07T22:00:00Z",11,13,15,"A1","M",3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,3,1,3,1,4,1,1,1,3,1,1,2,2040,1797,1656,1.3,1.5,1.9,1.56666666666667,"low","low","low"
"RM_l5qhcmt5","2020-07-07T22:00:00Z",19,14,14,"A5","F",1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,2,2,2531,2984,2700,1.3,1.3,1.6,1.4,"low","low","low"
"RM_24ruqq7r","2020-07-07T22:00:00Z",14,11,13,"A1","F",2,2,1,1,1,2,1,1,2,3,1,2,2,1,3,1,3,4,3,2,2,1,3,1,2,2,2,3,1,2,2,3035,2118,2625,1.8,2.1,1.8,1.9,"low","high","low"
"RM_cffzworm","2020-07-07T22:00:00Z",16,17,11,"A4","M",1,3,1,2,2,4,2,1,2,3,3,3,2,3,3,3,1,3,1,3,4,2,3,3,3,1,1,3,1,3,2,3548,3133,3452,2,2.4,2.6,2.33333333333333,"high","high","high"
"RM_jyjmha8s","2020-07-07T22:00:00Z",12,10,13,"A1","F",1,1,2,1,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,4,3,3,3,1,3,3,4,3,3,4,2,2371,2259,2272,3.5,3.4,2.5,3.13333333333333,"high","high","high"
"RM_0x4owaux","2020-07-07T22:00:00Z",19,17,17,"A2","M",3,2,2,3,1,3,1,1,2,1,1,2,1,2,1,2,1,1,1,3,2,2,2,2,2,1,2,3,1,2,2,3057,5619,2268,1.6,1.4,2.3,1.76666666666667,"low","low","high"
"RM_1bowsv6s","2020-07-07T22:00:00Z",15,15,17,"A1",NA,2,3,1,3,1,3,2,1,2,2,1,2,3,1,3,3,1,2,3,3,2,3,4,3,4,2,3,2,2,3,2,18120,52729,6856,2,2.4,2.6,2.33333333333333,"high","high","high"
"RM_ebuhnaqb","2020-07-08T22:00:00Z",12,15,10,"A1","M",2,3,2,4,4,4,2,1,4,3,2,1,4,1,1,2,2,1,1,3,4,1,3,1,2,1,1,4,3,1,2,2021,2136,2140,2.3,2,2.5,2.26666666666667,"high","high","high"
"RM_85mg3rmu","2020-07-08T22:00:00Z",21,15,14,"A3","M",2,1,3,1,1,3,3,3,3,4,3,4,1,2,4,4,1,3,1,4,1,2,3,4,3,4,4,2,4,3,2,1870,991,1635,2.1,3.4,2.6,2.7,"high","high","high"
"RM_jfdcxxpo","2020-07-08T22:00:00Z",16,13,22,"A4","F",1,2,4,3,4,3,4,2,4,4,4,1,4,2,4,3,3,4,1,4,3,3,3,3,3,3,4,2,3,4,2,2154,2614,2398,2.8,3.6,2.8,3.06666666666667,"high","high","high"
"RM_nfmh82j7","2020-07-08T22:00:00Z",21,14,15,"A5","F",2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1921,1842,3096,1.5,1.2,1.2,1.3,"low","low","low"
"RM_q6e4fv84","2020-07-08T22:00:00Z",12,13,12,"A1","M",2,1,1,3,1,3,3,4,2,3,1,1,1,2,2,1,2,2,2,3,4,2,2,3,2,2,3,3,2,1,2,2580,3185,2814,1.9,2.2,2.3,2.13333333333333,"low","high","high"
"RM_902s3jh3","2020-07-08T22:00:00Z",15,15,13,"A4","M",1,2,2,1,2,1,2,2,2,2,2,3,3,3,2,1,1,2,1,2,3,1,1,3,4,1,1,3,2,1,2,1458,2114,1203,2.2,1.7,1.8,1.9,"high","low","low"
"RM_uve7m49y","2020-07-08T22:00:00Z",15,21,13,"A2","F",2,1,2,1,2,2,2,1,1,2,1,2,3,1,2,2,1,1,1,3,1,2,1,2,1,2,1,2,2,1,2,2870,3061,3108,1.6,1.8,1.4,1.6,"low","low","low"
"RM_ot1z75o4","2020-07-08T22:00:00Z",19,14,14,"A4","F",3,1,2,2,2,2,2,1,3,1,1,4,2,2,3,2,1,1,1,2,2,1,3,2,1,1,3,3,2,2,2,3082,2990,9843,1.7,1.7,2.4,1.93333333333333,"low","low","high"
"RM_rbj5cua7","2020-07-08T22:00:00Z",21,16,13,"A4","M",2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2842,1713,1597,1.4,1,1.3,1.23333333333333,"low","low","low"
"RM_jvgrxwsm","2020-07-08T22:00:00Z",14,13,13,"A5","F",4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,2,1,1,2,2002,2403,2492,1.5,1.2,1.5,1.4,"low","low","low"
"RM_ohh4nb13","2020-07-08T22:00:00Z",13,17,17,"A1","M",3,1,3,1,3,3,1,1,2,1,1,1,3,2,2,1,1,1,2,3,3,1,2,1,3,1,2,4,2,1,2,2984,2005,2033,2.3,1.5,1.8,1.86666666666667,"high","low","low"
"RM_v7j5035y","2020-07-08T22:00:00Z",13,18,14,"A4","F",2,2,4,3,4,3,3,3,4,4,4,1,4,3,3,3,3,4,2,4,3,1,3,3,2,2,4,2,3,4,2,1580,3212,1479,3,3.1,2.9,3,"high","high","high"
"RM_vdrw64w2","2020-07-08T22:00:00Z",14,13,15,"A4","M",1,1,2,3,1,4,3,3,2,3,1,2,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2761,3063,1861,1.6,1.7,1.8,1.7,"low","low","low"
"RM_annxjb7s","2020-07-08T22:00:00Z",17,16,13,"A4","F",2,3,2,3,1,4,2,1,2,3,1,3,2,2,1,2,1,2,1,4,3,2,3,1,3,1,1,4,2,1,2,2751,2392,2807,1.9,2.1,2.3,2.1,"low","high","high"
"RM_4fuwyhb0","2020-07-09T22:00:00Z",19,20,14,"A1","F",1,1,1,1,4,4,1,1,4,1,2,1,1,1,1,3,1,2,2,4,3,3,4,2,4,2,1,2,3,2,2,2760,15094,3057,2,2.3,2,2.1,"high","high","high"
"RM_084ktqaa","2020-07-09T22:00:00Z",13,14,16,"A2","F",2,1,2,2,2,4,2,1,3,4,1,1,2,3,1,2,3,1,1,3,2,1,1,1,1,1,1,3,2,3,2,3062,1789,2086,2,1.7,2,1.9,"high","low","high"
"RM_baz34esa","2020-07-09T22:00:00Z",11,20,16,"A5","F",2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,2,2354,1406,1792,1.4,1.3,1.3,1.33333333333333,"low","low","low"
"RM_y649352y","2020-07-09T22:00:00Z",15,14,14,"A3","F",2,1,2,3,1,1,2,3,1,2,1,1,2,1,1,3,1,1,1,2,1,1,2,2,3,2,2,4,2,2,2,2646,2213,2326,2.1,1.6,1.6,1.76666666666667,"high","low","low"
"RM_zvwyxnnm","2020-07-09T22:00:00Z",12,18,12,"A2","M",3,3,2,1,2,2,1,1,1,1,1,3,1,2,1,2,1,1,1,2,2,4,1,2,4,1,2,3,3,1,2,3405,9356,3018,1.9,1.6,2,1.83333333333333,"low","low","high"
"RM_nhqn6sxm","2020-07-09T22:00:00Z",14,19,15,"A1","M",2,1,3,3,4,3,3,4,3,2,2,3,4,2,2,2,4,1,2,3,2,3,2,2,2,1,2,4,3,2,2,2868,3085,2833,3.1,2.2,2.3,2.53333333333333,"high","high","high"
"RM_b7zaeoby","2020-07-09T22:00:00Z",9,13,14,"A4","F",2,2,2,3,3,4,2,1,1,2,2,1,3,1,1,1,3,1,3,2,1,1,4,3,2,2,1,2,3,1,2,2913,2095,2983,2.1,2,1.9,2,"high","high","low"
"RM_bg8e4oqb","2020-07-09T22:00:00Z",12,18,20,"A1","M",2,1,2,1,2,1,2,3,1,3,1,2,2,2,1,2,1,1,1,3,3,3,1,2,3,1,3,1,3,1,2,1780,12321,1815,1.9,1.9,1.7,1.83333333333333,"low","low","low"
"RM_7e3v577k","2020-07-09T22:00:00Z",14,15,19,"A5","F",2,1,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,1,1,2,3,1,2,2,3,2,2,4,2,2,2,4461,1661,1560,2.6,2,2.4,2.33333333333333,"high","high","high"
"RM_lg7mfsbo","2020-07-09T22:00:00Z",13,16,17,"A5","M",3,2,3,4,2,4,4,4,4,4,2,3,3,4,2,3,2,3,2,4,3,3,3,2,4,3,1,4,3,2,2,2385,1796,1805,3.1,3.1,2.8,3,"high","high","high"
"RM_rh80pg43","2020-07-10T22:00:00Z",12,15,13,"A3","M",4,1,1,3,3,3,1,1,2,1,1,4,1,1,3,2,2,1,1,3,1,3,1,2,1,1,1,4,3,1,2,5775,2202,8896,1.7,1.8,2.2,1.9,"low","low","high"
"RM_5ba78cur","2020-07-10T22:00:00Z",15,12,19,"A1","M",1,1,2,1,3,2,1,1,2,1,1,3,1,2,1,1,1,2,1,3,3,4,1,2,4,1,3,3,3,1,2,1520,1462,1501,1.9,1.8,1.9,1.86666666666667,"low","low","low"
"RM_7s880lk2","2020-07-10T22:00:00Z",9,18,16,"A1","M",1,3,2,3,4,3,2,1,4,1,3,3,3,4,3,3,3,2,2,2,4,1,3,3,4,3,1,2,2,2,2,2657,28562,25144,2.8,2.2,2.7,2.56666666666667,"high","high","high"
"RM_q8dfs4kf","2020-07-10T22:00:00Z",15,18,19,"A1","F",1,1,2,2,3,3,2,1,1,4,1,3,3,3,4,3,3,1,3,4,1,1,4,2,1,2,4,3,2,3,2,3216,2641,2317,2.5,2.5,2.1,2.36666666666667,"high","high","high"
"RM_ng3a8235","2020-07-10T22:00:00Z",13,13,17,"A3","F",2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2480,2930,2431,1.3,1.4,1.3,1.33333333333333,"low","low","low"
"RM_h854n4nu","2020-07-10T22:00:00Z",14,17,17,"A3","M",1,3,3,2,1,3,1,3,3,3,1,1,4,3,2,2,2,2,1,1,3,2,1,3,3,1,1,2,2,2,2,6349,1796,3919,2.4,1.6,2.2,2.06666666666667,"high","low","high"
"RM_wfy06vw5","2020-07-11T22:00:00Z",11,15,14,"A1","F",1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3231,4341,1628,1.4,1.1,1.1,1.2,"low","low","low"
"RM_rkruzodw","2020-07-11T22:00:00Z",14,17,15,"A1","F",1,1,2,1,2,1,1,2,1,2,1,1,3,3,2,2,2,1,2,4,3,1,2,1,2,1,1,1,2,1,2,1603,1859,2382,2.1,1.7,1.2,1.66666666666667,"high","low","low"
"RM_loxwl6am","2020-07-11T22:00:00Z",18,21,17,"A1","M",1,1,3,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,3,1,1,4,3,2,1,4,4,1,2,1697,1129,1939,1.7,1.6,1.8,1.7,"low","low","low"
"RM_qgmr7zdp","2020-07-11T22:00:00Z",14,12,15,"A1","F",1,1,2,1,2,2,1,1,2,2,1,4,3,2,2,1,2,2,2,3,2,1,2,3,3,2,2,4,2,3,2,1425,1860,1715,2.2,1.8,2.1,2.03333333333333,"high","low","high"
"RM_6mv2xjph","2020-07-11T22:00:00Z",16,14,15,"A4","M",1,2,4,1,4,4,2,3,3,4,4,3,2,2,2,3,1,4,2,3,2,1,1,2,1,3,2,3,4,2,2,2440,1644,3319,2.5,2.8,2.2,2.5,"high","high","high"
"RM_aptngmb5","2020-07-11T22:00:00Z",18,13,16,"A3","F",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,2,2268,1728,1522,1.2,1,1.3,1.16666666666667,"low","low","low"
"RM_2m524x21","2020-07-11T22:00:00Z",18,19,13,"A3","F",2,2,1,1,1,2,1,1,1,3,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2350,2195,1325,1.4,1.4,1.5,1.43333333333333,"low","low","low"
"RM_45woj8hz","2020-07-11T22:00:00Z",18,13,17,"A1","F",2,1,2,2,3,3,3,4,2,1,1,1,4,2,3,2,3,2,3,3,2,3,4,2,1,4,4,1,3,1,2,2194,2440,2007,2.5,2.7,2,2.4,"high","high","high"
"RM_ya6od7p0","2020-07-11T22:00:00Z",14,17,8,"A1","M",1,1,3,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,4,1,2,4,3,2,2,2,4,2,1,2,26831,41348,3731,2,2,1.4,1.8,"high","high","low"
"RM_p8g1sw3x","2020-07-11T22:00:00Z",12,16,13,"A2","M",1,3,3,1,1,2,3,1,2,2,1,2,2,3,3,2,1,2,1,3,1,2,2,2,2,2,2,3,1,1,2,12036,5730,2750,1.9,2.1,1.7,1.9,"low","high","low"
"RM_x4e21thk","2020-07-11T22:00:00Z",17,15,17,"A2","F",3,3,3,4,4,3,4,2,3,4,1,1,4,3,4,3,1,3,3,4,3,1,1,3,4,3,4,1,1,4,2,2824,2676,1883,2.8,2.6,3.1,2.83333333333333,"high","high","high"
"RM_t1nlxmbp","2020-07-11T22:00:00Z",12,23,16,"A1","F",3,1,3,3,3,4,3,1,2,3,2,1,4,1,3,2,1,3,2,4,4,3,4,4,1,2,1,4,4,2,2,2059,2097,1259,2.2,3.1,2.5,2.6,"high","high","high"
"RM_8eltnfvp","2020-07-11T22:00:00Z",13,13,15,"A1","F",2,4,1,3,3,4,4,2,3,4,3,3,4,1,4,3,3,3,1,4,3,3,4,4,3,1,4,3,1,4,2,1937,2017,1975,2.4,3.1,3.4,2.96666666666667,"high","high","high"
"RM_7onplz4m","2020-07-11T22:00:00Z",16,12,16,"A4","F",1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,4,1,1,1,2,1,4,1,2,3,1,1,3,1,3,2,5874,2531,4064,1.8,1.6,1.4,1.6,"low","low","low"
"RM_wvdpduy8","2020-07-12T22:00:00Z",20,16,14,"A1","F",2,3,2,4,2,3,3,1,4,2,1,1,4,3,3,2,3,1,2,4,4,1,3,3,3,1,3,4,3,2,2,2798,2236,2736,2.6,2.2,2.9,2.56666666666667,"high","high","high"
"RM_8ofmjjm5","2020-07-12T22:00:00Z",13,14,12,"A2","M",3,2,3,1,2,3,2,2,1,3,1,3,3,4,2,2,1,2,1,3,2,2,2,3,3,2,2,3,3,2,2,1924,1087,1375,2.4,2.2,2.2,2.26666666666667,"high","high","high"
"RM_g9xs92vz","2020-07-12T22:00:00Z",15,17,9,"A3","M",4,2,1,3,2,4,1,1,3,4,1,1,4,3,1,1,1,1,2,3,1,1,2,1,2,2,1,3,2,1,2,2078,1647,1317,2,1.8,2.1,1.96666666666667,"high","low","high"
"RM_txaqfvg4","2020-07-12T22:00:00Z",20,14,14,"A1","M",2,1,3,1,3,2,3,1,2,3,2,3,4,1,4,2,1,1,1,3,1,2,3,3,1,2,3,3,3,2,2,2244,2813,2480,2,2.6,2,2.2,"high","high","high"
"RM_zy8gx50q","2020-07-12T22:00:00Z",18,18,17,"A5","F",1,1,1,3,1,2,2,1,1,2,1,3,3,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1983,2199,2165,1.3,1.8,1.6,1.56666666666667,"low","low","low"
"RM_1ve8kzjf","2020-07-12T22:00:00Z",15,13,13,"A5","M",2,1,3,4,2,3,2,2,4,1,1,3,3,2,3,3,3,2,1,2,2,2,3,2,2,2,1,1,2,1,2,2540,2835,3359,2.2,2,2.3,2.16666666666667,"high","high","high"
"RM_dkyvogmk","2020-07-12T22:00:00Z",15,13,20,"A4","F",2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,3996,2211,1791,1.6,1.2,1.1,1.3,"low","low","low"
"RM_0kcwnrlg","2020-07-12T22:00:00Z",16,15,13,"A4","F",3,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,3,2,2,1,1,2,1,2,3876,2407,2436,1.3,1.4,1.7,1.46666666666667,"low","low","low"
"RM_2zyewebo","2020-07-12T22:00:00Z",13,11,12,"A3","F",2,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,2,1,1,2,2,1,4,2,1,2,1,3,1,2,2,2052,4622,2475,1.7,1.5,1.7,1.63333333333333,"low","low","low"
"RM_3ex8y1p6","2020-07-12T22:00:00Z",14,16,14,"A4","M",3,1,1,3,1,3,1,1,1,2,1,4,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,2,4659,2733,3953,1,1.3,2.1,1.46666666666667,"low","low","high"
"RM_xxgw5h3c","2020-07-12T22:00:00Z",13,18,15,"A1","F",1,2,1,2,1,2,3,2,2,4,2,3,1,4,4,2,1,2,2,4,4,1,2,3,2,1,4,4,1,4,2,4057,2246,2041,2,2.4,2.7,2.36666666666667,"high","high","high"
"RM_dggm27zr","2020-07-12T22:00:00Z",18,14,12,"A1","F",1,1,3,1,2,3,3,1,2,3,1,2,2,2,2,2,3,1,2,3,1,1,2,2,1,2,2,2,1,2,2,1371,1708,2109,2,1.9,1.7,1.86666666666667,"high","low","low"
"RM_ah79se9e","2020-07-12T22:00:00Z",18,17,15,"A1","F",3,2,2,1,2,4,1,1,2,3,1,2,3,2,2,1,1,1,1,4,1,1,1,2,3,1,1,3,3,2,2,1799,1773,2346,1.9,1.8,2,1.9,"low","low","high"
"RM_c5kgdzan","2020-07-12T22:00:00Z",15,12,13,"A5","M",4,1,2,2,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,4,1,1,1,1,1,4,1,1,4,1,2,2966,2910,2677,1.4,1.9,1.7,1.66666666666667,"low","low","low"
"RM_m1vbwoqg","2020-07-12T22:00:00Z",12,15,16,"A1","F",1,1,2,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,2,3,4,4,2,1,2,3892,3403,2935,3.5,3.4,2.5,3.13333333333333,"high","high","high"
"RM_e2esvhkl","2020-07-12T22:00:00Z",10,12,14,"A1","F",1,1,1,2,2,4,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,2,1,1,2,2,2,1,2,4528,2683,2353,1.4,1.4,1.7,1.5,"low","low","low"
"RM_h503d0vp","2020-07-12T22:00:00Z",17,14,16,"A2","F",3,1,2,2,3,1,1,1,3,3,2,1,3,3,1,2,2,2,2,3,1,2,2,1,2,2,2,3,3,2,2,2219,2002,2504,2.3,2.1,1.7,2.03333333333333,"high","high","low"
"RM_02mvbofg","2020-07-12T22:00:00Z",12,15,18,"A1","F",1,1,2,2,3,4,1,2,3,2,1,1,2,1,3,1,1,2,2,4,3,2,2,2,2,1,2,3,2,2,2,2344,2386,2778,1.9,2,2.1,2,"low","high","high"
"RM_e0xdsm4d","2020-07-12T22:00:00Z",13,13,13,"A1","F",3,1,2,2,4,3,4,2,4,3,2,4,3,1,4,2,2,3,1,2,3,1,1,4,3,2,4,4,4,4,2,1957,1760,1901,2.4,2.6,3.2,2.73333333333333,"high","high","high"
"RM_djbv4e1k","2020-07-12T22:00:00Z",15,14,17,"A1","F",1,2,1,2,3,3,1,1,3,3,1,1,2,3,2,2,2,1,3,3,2,1,2,1,4,2,4,3,3,1,2,2314,33051,2536,2.4,1.9,2,2.1,"high","low","high"
"RM_v18uwkjm","2020-07-13T22:00:00Z",11,15,15,"A2","F",3,3,1,1,1,3,3,1,1,2,3,2,1,1,3,1,2,3,2,3,2,3,3,2,3,3,3,4,2,2,2,2696,11812,8418,1.7,2.8,2.2,2.23333333333333,"low","high","high"
"RM_e1024yvy","2020-07-13T22:00:00Z",14,18,14,"A1","M",1,1,2,2,2,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,1,2,2784,1583,2893,1.8,1.5,1.4,1.56666666666667,"low","low","low"
"RM_mtrk62v3","2020-07-13T22:00:00Z",15,18,14,"A4","F",2,1,1,2,2,2,4,1,1,4,2,1,2,1,2,1,2,2,2,3,2,1,2,3,2,1,4,2,2,2,2,1526,2547,2693,1.6,2.3,2,1.96666666666667,"low","high","high"
"RM_fu867as7","2020-07-13T22:00:00Z",16,15,10,"A4","M",4,1,1,3,2,1,3,1,2,3,1,1,4,3,2,1,1,1,2,1,1,4,1,2,3,2,1,4,3,3,2,1974,1707,1957,2.2,2.1,1.9,2.06666666666667,"high","high","low"
"RM_ac5hyp28","2020-07-13T22:00:00Z",11,18,12,"A2","F",1,1,2,1,3,3,3,1,2,2,1,1,1,2,3,1,1,3,2,3,1,1,1,2,1,1,2,4,1,2,2,2684,2134,2509,1.8,1.9,1.6,1.76666666666667,"low","low","low"
"RM_hgfd6s32","2020-07-13T22:00:00Z",15,16,14,"A1","F",4,1,3,1,3,2,2,2,4,4,2,3,2,3,1,1,4,2,3,3,2,2,2,2,2,2,2,3,1,1,2,4465,4334,3798,2.6,2.1,2.2,2.3,"high","high","high"
"RM_274kv3ye","2020-07-13T22:00:00Z",18,16,16,"A1","M",2,3,2,1,2,4,2,1,1,1,2,3,4,1,3,1,1,2,2,1,1,1,3,3,3,1,4,2,3,1,2,1512,2164,1336,1.9,1.9,2.3,2.03333333333333,"low","low","high"
"RM_h1dy4ju3","2020-07-13T22:00:00Z",14,14,15,"A1","F",1,2,2,3,2,2,1,1,1,1,1,2,2,1,1,1,3,1,2,3,2,2,2,3,2,2,2,4,2,2,2,8556,1772,8320,2,1.6,2,1.86666666666667,"high","low","high"
"RM_12vd8npj","2020-07-13T22:00:00Z",14,19,13,"A1","F",2,2,2,3,2,2,2,2,1,2,2,3,3,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,3,2,1745,1698,5855,1.9,1.8,2.2,1.96666666666667,"low","low","high"
"RM_5eoc3e41","2020-07-13T22:00:00Z",19,16,15,"A1","M",2,2,1,1,1,3,3,1,3,2,2,3,2,2,2,1,4,4,1,3,4,1,1,4,2,3,3,3,2,1,2,2474,2452,2033,1.8,2.3,2.6,2.23333333333333,"low","high","high"
