"X","subject_id","date","session","sums","sumsnosave","nosavedel","age","sex","QL1","QL2","QL3","QL4","QL5","QL6","ssum2","ssum1","osave.bf","ssave.bf","snosave.bf","BF"
218,"d8c1b74e-0962-4af0-e35a-80ea2a5cf49e","2020-10-16 11:17:53",212,12,NA,1,73,"weiblich",4,4,4,5,3,3,13,12,0.298507343027075,0.261567419261503,0.809868868440759,0.25627749709126546
219,"d3008826-01cd-fa93-2332-bf2b6a60cef4","2020-10-16 11:18:49",214,13,NA,1,70,"männlich",4,5,5,5,4,3,8,13,0.314264707588705,0.272830494984,0.774339414335481,0.26757572125655
220,"40f40bf3-f495-78ae-d7e7-3cdfad1a3921","2020-10-16 11:18:53",213,11,11,0,66,"weiblich",6,1,6,6,3,3,11,11,0.319194201151121,0.276219049400998,0.790119944356867,0.27110932290925877
221,"0c9e3505-4cb7-4623-bd11-02b55c1fadf9","2020-10-16 11:19:15",215,12,NA,1,54,"männlich",6,3,4,4,4,3,9,12,0.330261508801177,0.283960122871756,0.772317190282597,0.2790247431931524
222,"a17350e4-e6b1-23ab-50f0-675862dc0a13","2020-10-16 11:19:28",216,8,NA,1,52,"männlich",3,4,0,1,4,4,8,9,0.318391240034556,0.27929390368046,0.738924443365465,0.2705493928616767
223,"6f8a46ad-fb19-07f4-a9b9-71a146aa1453","2020-10-16 11:20:58",217,11,11,0,66,"männlich",6,5,4,6,3,4,11,11,0.323437989792238,0.282835988886872,0.753722148600289,0.2741640248696677
224,"ab5cbeaf-5d9a-e31c-7fbb-89777444927d","2020-10-16 11:21:11",218,12,NA,1,75,"männlich",0,0,0,4,0,3,12,12,0.334744266633493,0.290896460562332,0.785349652844782,0.2822441054324625
225,"ae22eb96-2576-e78a-0182-dc09069eea44","2020-10-16 11:22:50",219,11,11,0,57,"männlich",4,4,4,5,2,3,11,11,0.340215901100715,0.294693010668832,0.801540125138053,0.2861535989441331
226,"5cf82ee0-f106-c786-dbf4-19d3b6130e16","2020-10-16 11:23:21",221,13,NA,1,26,"weiblich",6,3,4,5,3,3,13,10,0.359279119837345,0.294070169110257,0.854043852801066,0.2997421296453202
227,"d11b6fc1-1c01-871f-38d5-5830fbe8d413","2020-10-16 11:23:34",222,8,NA,1,60,"weiblich",3,4,5,5,1,3,11,8,0.34586080807548,0.285058326919922,0.872303812584647,0.29018977566174703
228,"055c460b-5dc2-8a2d-7f1f-71776f8b91fd","2020-10-16 11:23:53",220,6,NA,1,45,"männlich",4,5,4,6,2,5,9,6,0.322291492761764,0.269232451296273,0.851970910503877,0.2733805054891672
229,"01875962-47b7-0ce7-d377-6eac84f130ae","2020-10-16 11:24:57",223,12,NA,1,57,"weiblich",3,6,1,4,1,1,5,3,0.333461048611873,0.246312043999041,0.760268328779531,0.28136139506978847
230,"392eef25-251c-51ca-0d31-d8050aa1e5f7","2020-10-16 11:25:11",225,12,8,0,60,"männlich",4,6,3,6,3,3,8,12,0.345209184714699,0.252727509563734,0.727674499689302,0.28974341183121394
231,"6dc0f6ae-8619-73d6-e3ba-c1eb67ae4e59","2020-10-16 11:25:53",226,11,12,0,62,"weiblich",6,5,5,5,5,4,12,11,0.350918786318977,0.255702410834397,0.757683354414544,0.2938161781639376
232,"21896d9f-8f5d-c937-ab8b-5aa21105414d","2020-10-16 11:25:56",224,13,NA,1,73,"weiblich",5,5,3,5,2,3,13,10,0.370693599360309,0.255147558008484,0.806058156383723,0.30789157361289593
233,"2ab7d008-7db0-b774-971c-e79ca62bbdff","2020-10-16 11:27:02",227,9,NA,1,25,"weiblich",5,4,4,4,4,3,7,9,0.363228384642638,0.251183310821957,0.754095411703705,0.3025873737202292
234,"c33c689e-6c73-0843-1c8a-5f1762e88069","2020-10-16 11:27:56",228,11,10,0,35,"männlich",5,5,6,6,6,6,10,11,0.369413348754247,0.254151255438373,0.753227588658926,0.3069904298447139
235,"bd319893-354a-d417-1187-af1a89e7f941","2020-10-16 11:28:17",230,12,NA,1,40,"weiblich",3,6,6,6,0,1,13,12,0.383097031580489,0.260940956648124,0.80115736144343,0.31671887901769324
236,"76d26edd-d6b8-40cb-f2c9-59f9d2f21d0f","2020-10-16 11:28:45",229,12,14,0,51,"männlich",4,3,2,6,0,2,14,12,0.397525737007677,0.268015214363893,0.871188712982608,0.3269685950647112
237,"b7517860-5534-72b6-7174-4f7ae34299b2","2020-10-16 11:29:23",232,9,NA,1,42,"weiblich",3,4,1,5,3,1,9,13,0.389294618798743,0.279630634256964,0.851126036863172,0.321127421257163
238,"5ab02b07-b588-756d-9013-1c9b6e5579d5","2020-10-16 11:29:42",231,7,NA,1,69,"männlich",3,4,5,5,5,5,10,7,0.367570118604769,0.267804940848712,0.850266840032355,0.30569968780644813
239,"67522f12-8cb2-7030-7206-18794b6a74e5","2020-10-16 11:30:08",233,8,NA,1,39,"weiblich",5,1,4,5,2,5,8,6,0.353778581739607,0.253592120661897,0.812467310510874,0.2958989447733384
240,"a945d9cf-4302-e9c2-65db-ee6e94498834","2020-10-16 11:31:33",234,8,16,0,42,"weiblich",3,0,3,4,3,0,NA,8,0.34073147412576,0.246479260254903,0.811608309553483,0.2866186420005896
241,"b7d9e357-f4d2-e686-f943-d4f2caf508ab","2020-10-16 11:33:03",235,11,9,0,70,"männlich",5,3,5,6,3,4,9,11,0.346349852188141,0.249356522279402,0.793258803595842,0.2906256011140456
242,"c50ddc3e-0813-d6dd-2d2a-eb26aa65c5ec","2020-10-16 11:33:24",237,12,NA,1,57,"weiblich",4,4,5,5,3,4,12,12,0.358806042002189,0.255930142369852,0.827089539249492,0.2994921501697751
243,"c2b06c3a-baaa-6bd6-902e-5b9bbaa979cc","2020-10-16 11:33:44",236,7,NA,1,30,"weiblich",5,1,4,6,4,1,13,7,0.339560388757055,0.245617337686504,0.881565339784765,0.2858055450580378
244,"7aa70c56-a387-1b83-8742-3b8c03836884","2020-10-16 11:34:46",238,8,NA,1,58,"männlich",6,4,5,6,4,3,3,4,0.327283698038353,0.228227296383971,0.751147043769573,0.27706387140386973
245,"ba344697-e226-a4e1-1483-711f22380a6b","2020-10-16 11:35:36",239,10,8,0,64,"männlich",4,5,4,4,3,3,8,10,0.326666664274251,0.227740020087122,0.719554193166937,0.27663155362571346
246,"2d92f7ff-9729-1781-b2eb-c0b927395a2d","2020-10-16 11:36:05",240,11,3,0,59,"männlich",5,4,5,5,3,3,3,11,0.331942764370266,0.230248576245196,0.622802075486677,0.28040076329848607
247,"b18f7fe3-8811-f4f5-aff7-48a4a3994131","2020-10-16 11:45:02",241,9,NA,1,67,"männlich",3,3,3,3,3,3,19,9,0.325550145769515,0.226869798813731,0.736282421317911,0.27585092803180267
248,"c7029b15-0506-e81d-2301-ac29df8bccc7","2020-10-16 11:46:12",242,12,7,0,57,"weiblich",5,4,4,5,3,3,12,7,0.33694717849884,0.218351493150971,0.765284296124377,0.28398090869915626
249,"be72b838-0bdf-d96b-552c-8f5901bce8cf","2020-10-16 12:16:24",249,11,NA,1,56,"weiblich",4,5,3,6,3,5,10,11,0.342502839837731,0.220699084762294,0.764448029187708,0.2879431258871214
250,"d7d0ca3e-db6c-9d2b-f72a-fdfbf6bf18ec","2020-10-16 12:19:26",252,11,NA,1,63,"männlich",4,3,3,4,2,3,11,8,0.348209807728739,0.214952768121966,0.779233366908314,0.2920099559514121
251,"9b361ee3-3fa1-4be2-11f7-291d9647fc31","2020-10-16 12:19:45",251,13,NA,1,56,"weiblich",6,2,4,6,3,5,12,13,0.36783726430345,0.223195092747165,0.810701628557336,0.3059605636292182
252,"5175ae59-7d2e-f42a-524d-995ecef8bc8b","2020-10-16 12:19:56",250,8,NA,1,62,"männlich",5,3,5,6,4,4,7,8,0.354007756263208,0.217357995550383,0.760575534136724,0.2961452054118432
253,"a0f0d0ca-c015-8eee-d7de-e7dbf44c2002","2020-10-16 12:20:40",253,10,NA,1,55,"männlich",4,5,5,5,5,3,11,10,0.353380227456846,0.216901702057828,0.775264194854698,0.29570607916466696
254,"fe296a67-213b-3225-0e73-5d02326fe091","2020-10-16 12:20:55",254,9,NA,1,23,"weiblich",5,3,4,4,2,3,7,9,0.346399817595942,0.213801163105509,0.728112201233568,0.29075134531357566
255,"eec67c04-2b3f-3691-5911-4bed4b7e08d6","2020-10-16 12:27:04",257,11,NA,1,79,"männlich",3,4,3,5,1,1,NA,NA,0.352226549056295,0.213352692084704,0.727291004518749,0.2949001404149684
256,"392f1159-2a20-87ac-084d-2604a889e2af","2020-10-16 12:27:10",255,11,NA,1,35,"weiblich",5,2,4,6,1,6,10,11,0.358213529050371,0.215637380313739,0.726473792876993,0.2991597160058815
257,"509426bc-38ba-cb7e-cca9-11bf1eb35b6e","2020-10-16 12:27:35",256,11,NA,1,49,"weiblich",4,5,4,5,3,4,13,11,0.364366242510221,0.21797053813795,0.770100064429214,0.3035339260242266
258,"1e8d714b-0995-a2cb-a95f-46a69459ce87","2020-10-16 12:31:24",258,9,NA,1,31,"weiblich",5,0,4,5,5,3,11,9,0.357059380715428,0.214838744749864,0.78508713429376,0.2983537940344396
259,"2f31c7e2-ce09-6084-15f6-f01a07da2b15","2020-10-16 12:32:05",259,8,11,0,43,"männlich",5,5,3,3,5,5,11,8,0.343729542713226,0.209290428243344,0.800510546410444,0.2888898720140162
260,"d47355dd-7884-8a27-57c9-6258d054bd26","2020-10-16 12:33:12",260,8,11,0,38,"weiblich",4,4,5,5,3,5,11,8,0.331116979818664,0.203957366462794,0.816385818161408,0.2799231038502954
261,"ccac418e-a65e-e5ed-889a-7687e309625c","2020-10-16 12:34:11",263,7,6,0,45,"weiblich",6,3,5,6,5,3,6,7,0.313880377485616,0.196679374284907,0.749561917220087,0.2676407078214143
262,"78caaf6b-c356-71d5-ec7f-98e1b4b700b9","2020-10-16 12:34:14",261,11,11,0,64,"weiblich",6,6,6,6,6,4,11,11,0.318909513933533,0.198688289753624,0.763992490594787,0.2712389932899851
263,"9702056a-0b80-fa39-267e-322948b9cab8","2020-10-16 12:34:33",262,6,10,0,70,"männlich",4,6,6,5,5,4,2,6,0.297881387072663,0.18977121629862,0.648133887939595,0.25621735816838337
264,"98627440-dab0-216e-3655-4349e2e1ad92","2020-10-16 12:35:02",264,11,8,0,49,"weiblich",4,4,4,4,4,4,8,11,0.302500375326999,0.191659550273006,0.623382850421086,0.2595334277076309
265,"29561aee-5e0f-a000-72fa-2d7db57a9e3c","2020-10-16 12:36:20",265,15,9,0,61,"männlich",3,4,4,4,3,1,9,15,0.330707480183162,0.204195692304355,0.611144795123854,0.27967303174008845
266,"0f9ac52b-789c-57df-be3f-f2b11771ffdc","2020-10-16 12:37:20",266,12,10,0,69,"weiblich",6,2,4,4,3,3,10,12,0.34230242838613,0.20900123591708,0.610378878543026,0.28792990483483905
267,"a9bee912-8a5b-89d4-9b06-de95fdc36de4","2020-10-16 12:38:06",267,8,NA,1,52,"weiblich",6,6,5,6,6,3,2,1,0.329928072599813,0.190743116192186,0.527222550650166,0.2791350079957392
268,"5f02a2d8-1f00-0e94-26cc-9529e1ace608","2020-10-16 12:39:08",268,9,10,0,68,"männlich",4,2,4,4,2,3,10,9,0.323655506392331,0.188235295217251,0.526498439020959,0.27467548750268816
269,"b93a2c45-8002-7841-6e50-1b11b1c6f497","2020-10-16 12:45:42",269,16,9,0,66,"männlich",1,1,1,4,1,3,9,16,0.361288707594945,0.20285970341927,0.516828138678756,0.30143264417386534
270,"eecaf8ba-c1cb-e7cc-efae-cfe1d4d70468","2020-10-16 12:47:59",270,13,13,0,66,"männlich",3,6,3,6,5,3,13,13,0.381497389869793,0.210153117372676,0.543421546170283,0.3157576532191638
271,"7b85e77d-8b59-fb27-a069-d0aecd454daf","2020-10-16 12:48:05",271,8,NA,1,46,"männlich",6,6,6,6,6,6,7,8,0.367212752772977,0.204970689513135,0.515243256957483,0.30564663070607756
272,"9a0cb69d-1f23-1a1a-2889-8127916cfa6b","2020-10-16 13:04:04",283,13,NA,1,44,"männlich",5,2,4,4,4,3,7,13,0.387846500738673,0.212375506181689,0.489115099694058,0.32026292307962134
273,"6b13b7d3-73a5-1cf2-29c7-8038c6e2f528","2020-10-16 13:12:23",272,8,NA,1,45,"männlich",4,2,3,3,1,3,12,8,0.373249689229687,0.207113751462976,0.505080459557444,0.30993723312798843
274,"c1eccf72-2245-5a4c-d666-f8c78dc0e3b7","2020-10-16 13:16:08",273,11,12,0,54,"weiblich",3,4,4,5,3,4,12,11,0.379627931647677,0.209221360757106,0.521801787737066,0.31445957231021193
275,"0d59af76-6368-cfa9-6262-987266cb8abd","2020-10-16 13:17:05",274,10,NA,1,62,"männlich",6,6,3,6,3,3,12,10,0.379020813672611,0.208811410968678,0.539323228729735,0.3140363954809563
276,"89305f47-3f7f-2985-0b53-681bc795f895","2020-10-16 13:18:59",275,9,NA,1,68,"männlich",1,1,1,5,1,3,10,9,0.371514342864751,0.205974875052302,0.538608975108044,0.30872905444935994
277,"2c92fd92-9d45-fb62-a986-cab9547f5d40","2020-10-16 13:30:06",276,11,NA,1,62,"weiblich",5,5,4,5,4,4,11,11,0.377877565202652,0.208077176100574,0.547341633034236,0.31324059679015714
278,"faf908b9-c3e3-0f20-c2ad-3fd213d72b4f","2020-10-16 13:30:28",277,10,NA,1,33,"männlich",4,6,4,5,4,2,12,10,0.377277572846437,0.207673083227164,0.566148034146974,0.3128227738549485
279,"739136c4-990a-2355-aad0-01ba6a2b5c16","2020-10-16 13:32:38",278,9,NA,1,68,"männlich",4,5,5,5,3,3,7,9,0.369804679872903,0.204853019076698,0.536255551480015,0.30753658963110003
280,"17d071b6-68dc-2466-84a3-46fb651b1864","2020-10-16 13:33:05",279,7,NA,1,48,"weiblich",3,3,3,4,2,3,7,7,0.349901049059883,0.197712274755742,0.508567485323946,0.2934400563236425
281,"48d66144-5157-88a8-ed50-56fd585d9688","2020-10-16 13:33:52",280,9,NA,1,57,"männlich",3,2,3,3,2,3,10,9,0.343175237196479,0.195088291300049,0.507879484538253,0.2886740821805981
282,"d6ef7ddf-82ba-28ae-d7cb-4ac44bed070d","2020-10-16 13:38:45",281,8,NA,1,60,"männlich",5,5,4,5,5,3,10,8,0.330872547239683,0.190434899244184,0.507193771563408,0.27993857748567896
283,"fe8c9046-4d10-e553-b452-a7a75fb9898a","2020-10-16 13:38:57",282,10,7,0,61,"männlich",5,4,5,5,4,2,34,7,0.330325706412946,0.184062544433915,0.740126550469027,0.2795585707064299
284,"ad220cc4-2c46-2bfb-1ad0-3b09e612ec16","2020-10-16 13:40:16",284,11,NA,1,72,"weiblich",3,2,3,5,0,4,11,11,0.335681548447458,0.185816751009254,0.752285626214357,0.28337621777340116
285,"4100c2f9-e41c-88b8-9fec-f52b8caac50f","2020-10-16 13:41:33",285,6,NA,1,37,"männlich",4,2,3,0,1,1,13,6,0.313288406624349,0.177979761476598,0.791637433979345,0.2674388792530429
286,"25901292-8754-80de-a886-25bbfbda6664","2020-10-16 13:42:37",286,9,10,0,24,"weiblich",4,3,4,5,3,3,10,9,0.307539731868512,0.175736691427298,0.790864477734976,0.26334419642276
287,"72aea7c7-6cba-9f68-96d3-9085517eb43f","2020-10-16 13:45:58",287,14,11,0,67,"männlich",3,4,4,4,3,3,11,14,0.329532256930672,0.183914886659498,0.804255977978477,0.27903060879781244
288,"67844499-831f-10ce-d08c-73afbcbbf76e","2020-10-16 13:55:22",288,10,NA,1,65,"männlich",2,3,2,3,1,1,2,5,0.328995094417874,0.174662750004432,0.694965660955745,0.278657683577148
289,"e6c6ea19-a624-d9c0-fa0d-dded874b39d2","2020-10-16 14:19:05",290,9,11,0,59,"weiblich",4,3,4,5,3,0,11,9,0.322853109354345,0.172500390950542,0.705989406144966,0.2742951125255363
290,"e1f09b82-4209-a822-cc96-acdb43c15e7c","2020-10-16 14:19:44",289,10,NA,1,61,"weiblich",4,3,4,5,3,3,12,10,0.32232592101074,0.1721656573123,0.729465782421184,0.2739291103695708
291,"6f20f473-307e-19be-1c67-c30b3e50efa1","2020-10-16 14:24:37",291,13,7,0,61,"männlich",4,3,3,4,2,1,7,13,0.339480252378365,0.177824153456317,0.691970203565336,0.28613805716664986
292,"0086c128-a3b4-b122-bb3c-f6adb638a2d4","2020-10-16 14:33:13",292,8,NA,1,66,"weiblich",5,4,5,5,4,4,10,8,0.327417648320556,0.173822888885899,0.691226942241323,0.2775726883517676
293,"cdd3ee45-c06b-9fce-ee51-d9f83ad91d97","2020-10-16 14:33:23",293,9,NA,1,72,"weiblich",3,3,2,5,3,2,9,7,0.321320129719408,0.168343074308555,0.678933317510536,0.2732413430187756
294,"39a866c8-0a2e-7fab-9adc-5183d62b1405","2020-10-16 14:42:59",294,6,8,0,59,"männlich",5,5,4,6,3,5,8,6,0.30042780603879,0.161706049652297,0.655804304577692,0.2583387953610579
295,"fb36ac91-9ad8-4136-6e84-9b1d28d6fe43","2020-10-16 14:43:18",297,12,8,0,58,"weiblich",5,3,5,6,4,2,8,12,0.310328530837402,0.164907812017112,0.633723065508833,0.2654235278623428
296,"5b3dd5be-c630-332f-0faa-e216e6d12949","2020-10-16 14:43:21",296,11,13,0,18,"weiblich",3,3,4,5,2,2,13,11,0.31516399121019,0.166353935859046,0.664707119490618,0.2688831224613409
297,"56ce4190-0466-304d-2885-76e5fb940642","2020-10-16 14:43:24",295,12,15,0,51,"weiblich",2,5,4,6,2,1,15,12,0.32580094297662,0.169713912362041,0.720921038652871,0.2764698422909462
298,"ffbe8d00-e83f-968b-8914-ba95682f3cca","2020-10-16 15:36:43",298,11,11,0,74,"weiblich",6,6,6,6,6,6,11,11,0.331018209087629,0.171237193970671,0.732555401917923,0.2801903209405976
299,"8d9916ca-681c-f817-aede-21b2200ffb0e","2020-10-16 15:38:41",299,14,NA,1,55,"männlich",5,5,5,6,4,5,12,14,0.35527761018881,0.179021270978201,0.757276808735227,0.2974138538106921
300,"771b2952-064d-a15b-1346-1e30f2c9d380","2020-10-16 16:36:48",300,11,NA,1,66,"männlich",3,5,5,6,2,4,10,11,0.36120764168354,0.180690019797295,0.756531107943703,0.30162150856928394
301,"e3771ee3-2d74-5a2c-7ef7-295cd801f62e","2020-10-16 16:40:15",302,11,NA,1,75,"männlich",6,6,6,6,5,3,13,11,0.367295089101513,0.182388543872565,0.795934623472884,0.3059370946721829
302,"d10521e5-67e3-6e65-0cf1-162eddafcd37","2020-10-16 16:40:21",301,8,NA,1,73,"männlich",5,6,6,6,3,3,4,8,0.353842390426523,0.178232191358104,0.714166652165333,0.29642383477378204
303,"0997b31e-a2fe-e4b5-c30b-84bceebedad3","2020-10-17 12:16:22",303,10,7,0,46,"männlich",4,5,4,5,6,4,7,10,0.353305806208513,0.177902445742,0.677900999908087,0.29605271413452067
304,"1349e8ce-4e0a-e8b2-72da-df621d328e1f","2020-10-17 12:18:11",304,10,NA,1,46,"männlich",3,4,4,6,2,3,11,10,0.352771228773469,0.177574214038185,0.688523569817178,0.29568306088103996
305,"cef247a5-e767-106b-a6b0-70d9b2af9f52","2020-10-17 12:19:40",305,11,NA,1,43,"männlich",5,3,4,6,2,4,13,11,0.358673313669784,0.17923598108974,0.723006849319919,0.2998715040287021
306,"c0f145a1-2449-35b7-17b4-72daf0e40e5f","2020-10-17 12:21:20",306,10,11,0,34,"männlich",4,3,5,5,1,5,11,10,0.358136943226691,0.17890785179473,0.734660723507067,0.29950077685381005
307,"8a2747c7-65f1-0f62-b8d2-700c6318583e","2020-10-17 12:27:09",307,11,11,0,21,"männlich",4,3,3,3,3,3,11,11,0.364191898239503,0.180597706316431,0.746595641880225,0.30379395241599744
308,"3680479c-0856-2db9-e488-70ab63d00860","2020-10-17 12:29:42",308,10,NA,1,49,"weiblich",4,3,4,5,4,2,8,10,0.363653671319599,0.180269621814824,0.720446883426362,0.3034220915100205
309,"12f833d1-663d-a53f-dfc5-04d38ebe8226","2020-10-17 12:41:03",309,10,9,0,57,"weiblich",4,3,4,4,3,2,NA,NA,0.363117402873424,0.179942092573334,0.719721597608362,0.3030516697984963
310,"0c1a5b0c-e93a-1372-8519-6c31867ed2de","2020-10-17 12:42:07",310,11,NA,1,35,"weiblich",5,3,5,5,4,5,9,11,0.369326433752408,0.181659260539188,0.706809044440628,0.3074504178295905
311,"bc9ebc35-c2ee-d998-fa21-8bb565687acd","2020-10-17 12:50:46",311,13,6,0,53,"männlich",4,2,3,4,2,3,6,13,0.390207052865524,0.187873296201397,0.659547058357666,0.32219929670883046
312,"27cf012e-d8e2-55af-9b3b-36e42ab5add9","2020-10-17 12:52:47",312,9,9,0,20,"weiblich",4,5,5,5,5,4,9,9,0.38242991626866,0.185462479921071,0.648037088345569,0.3167211011991114
313,"c9985557-526b-2580-7e42-62b392eb5085","2020-10-17 12:59:44",313,8,NA,1,61,"männlich",3,5,4,5,3,4,5,8,0.368078905774356,0.18116298372827,0.596261340029326,0.3065951564667406
314,"425d9fda-9a21-ef0e-bbcf-a87662a19008","2020-10-17 13:01:11",314,10,NA,1,59,"männlich",4,3,5,4,4,3,14,10,0.367546145113337,0.180840065057955,0.63450593749865,0.30622755190945145
315,"a07396b1-19f0-fc8c-17a5-a158e9975d70","2020-10-17 13:01:54",315,7,9,0,60,"weiblich",4,5,4,4,0,0,9,7,0.347805696376524,0.174943397070358,0.623609636476389,0.2922677950031019
316,"1f29fba5-8629-161a-71b0-cc02d427e777","2020-10-17 13:02:47",318,7,11,0,77,"weiblich",0,4,2,5,0,0,11,7,0.329624932775553,0.169351754662055,0.633053022004021,0.27937608132129454
317,"6bd75dec-d56a-6247-ecf8-6afc8c560c14","2020-10-17 13:03:42",321,13,NA,1,53,"weiblich",3,3,4,5,1,2,12,13,0.34731562259777,0.174921761926249,0.653199116430036,0.29193981855884604
318,"8f3342c4-d51b-b9b7-17d0-7518901f513a","2020-10-17 13:11:04",316,11,13,0,70,"männlich",4,4,4,4,3,4,13,11,0.353104001999996,0.17656181418748,0.685320405983272,0.29604922526139604
319,"71b1a8f1-fbc3-c225-d5e5-9f9a41557f23","2020-10-17 13:18:07",317,12,11,0,76,"weiblich",4,5,4,6,3,4,11,12,0.36571483225823,0.180320900717554,0.69614240582478,0.3049786889886749
320,"a15f1f2d-5ad4-18bc-7f39-28745ca097ff","2020-10-17 13:21:50",319,8,12,0,59,"weiblich",6,6,6,5,6,5,12,8,0.352302496355589,0.176208592587516,0.719141215060913,0.2955009847788857
321,"4c78159b-9529-5f29-e78e-2253b4deb649","2020-10-17 13:28:42",320,12,NA,1,78,"männlich",3,3,3,6,3,6,12,10,0.364869254461927,0.175899510980654,0.743202049095964,0.3043996035682675
322,"48ca55f9-2700-1f70-55ec-62e14da6042b","2020-10-17 13:31:39",322,11,NA,1,78,"männlich",5,6,5,5,4,4,10,11,0.371109363187726,0.177564991030488,0.742490986733154,0.30881714937654914
323,"e6423e06-8cef-4f81-a413-09696565b6d4","2020-10-17 13:31:50",323,9,9,0,55,"weiblich",4,3,3,4,3,4,9,9,0.363882517251396,0.175351187931669,0.729066871656664,0.30372094469209643
324,"a10c116a-0c2f-608a-ea7f-262733ad8eaa","2020-10-17 13:36:26",324,8,9,0,53,"weiblich",5,3,5,5,5,2,9,8,0.350550713295983,0.17140075451877,0.715948132224515,0.29429961570586766
325,"c0a6651c-14d9-8ac4-fe09-528d64d16fce","2020-10-17 13:48:14",325,11,NA,1,33,"männlich",3,4,5,2,4,0,14,11,0.356441687219245,0.173003661597173,0.765156429820777,0.29847870148369016
326,"658dfa3b-f10c-bf94-122e-cda6966af1fe","2020-10-17 13:56:44",326,9,NA,1,39,"männlich",6,3,2,4,2,1,8,9,0.349602345503009,0.170869574052347,0.738129312365782,0.29364781203798146
327,"96b527b7-d1b7-7084-e1a2-109ec91fa94c","2020-10-17 14:00:49",327,8,12,0,32,"männlich",0,0,0,5,0,1,12,8,0.336998157185668,0.16706632588285,0.763120334421303,0.2847235920376527
328,"2d127568-e1d8-3d6e-8d7d-42392513daba","2020-10-17 14:13:49",328,10,NA,1,53,"weiblich",4,3,3,4,3,1,13,10,0.336511891666205,0.16677661560378,0.802918742126087,0.28438876328598284
329,"a60ad6be-9d55-9c4a-95ab-e121a694de6e","2020-10-17 14:21:04",329,8,NA,1,67,"männlich",0,0,0,0,0,0,81,2,0.324571448637474,0.155113986915667,1.39752214069976,0.2759166124878475
330,"3941d89d-f98d-8d07-1588-ef6a0fda894f","2020-10-17 14:29:31",330,10,12,0,63,"weiblich",3,1,4,4,3,4,12,10,0.324099182751093,0.154843552157592,1.43291865985701,0.27559118501104635
331,"744fad8b-8549-dc50-a99e-9a6413248059","2020-10-17 14:30:54",331,9,NA,1,53,"weiblich",4,3,4,5,4,3,8,9,0.318100890825156,0.153054065699152,1.39518524578941,0.27133269154632494
332,"88068b8d-4e1b-e19a-6299-bc2df39cce5f","2020-10-17 14:33:50",332,9,10,0,43,"weiblich",6,6,4,4,4,3,10,9,0.312254636240994,0.151294776296133,1.39450204422679,0.26717721693430757
333,"288c293d-346a-7d72-d828-1ea7eb3e44ef","2020-10-17 14:39:18",333,9,NA,1,56,"männlich",3,1,4,3,1,3,9,9,0.306555803638626,0.149565061146229,1.37587236822499,0.26312152089562024
334,"a9f975c7-421a-21ce-add2-42d2985d3615","2020-10-17 14:50:38",334,9,NA,1,66,"männlich",3,4,4,4,0,3,12,9,0.300999938129329,0.147863918340613,1.41064633798916,0.2591624857859268
335,"737a3811-5ccc-70f5-e504-0f5117a9e0ef","2020-10-17 14:54:55",335,12,NA,1,67,"weiblich",5,1,5,5,0,6,11,12,0.31108982237415,0.150689990019133,1.42826829170166,0.2663785400263445
336,"96036598-acb3-8860-5b8d-522896bdcd4a","2020-10-17 15:07:01",350,6,9,0,56,"weiblich",5,5,5,6,5,4,9,6,0.290955047026827,0.145072466209382,1.40903802269419,0.2519921550353008
337,"01993254-d3ae-5805-fd40-05b2dc385786","2020-10-17 15:07:10",349,9,9,0,77,"männlich",5,5,4,4,4,3,9,9,0.285813720339724,0.143451969556459,1.39011309468607,0.2483140487309851
338,"69e33e10-139d-d31d-bb05-09c870f368d2","2020-10-17 15:13:58",336,14,NA,1,39,"weiblich",5,5,5,5,5,6,14,11,0.305605776539222,0.144631399331414,1.46165300167109,0.2624967976208671
339,"5b9ff000-31e9-1c37-c715-c7b418e651d2","2020-10-17 15:14:21",337,10,NA,1,71,"männlich",1,4,5,5,0,0,7,10,0.305162402167023,0.144383421610942,1.40377397284448,0.26219092755996304
340,"8294803a-4fe4-d64e-b42e-b7bf02b6afeb","2020-10-17 15:15:18",338,8,8,0,62,"männlich",3,1,3,5,0,4,8,8,0.294823396574055,0.141486127779643,1.36681889871225,0.25480725780841856
341,"37aa8a90-607e-fcd1-4c85-bd81fe0c6542","2020-10-17 15:19:38",339,7,NA,1,71,"weiblich",4,5,5,5,4,4,6,7,0.280576483725207,0.137512806306565,1.2963575092342,0.2445935012213065
342,"2d34073e-7c85-6df0-502a-301f7122fcec","2020-10-17 15:29:01",340,11,13,0,69,"weiblich",3,3,5,6,3,3,13,11,0.28478859099786,0.138612750239661,1.34514553593013,0.24763173650302192
343,"d0a7a1d9-ef87-c47c-c3cd-968c01616f0b","2020-10-17 15:30:15",341,7,9,0,50,"männlich",4,4,3,5,4,3,9,7,0.271268950290069,0.134771645821098,1.3272487521859,0.2379105692745299
344,"e8b9bf4a-03fd-eb44-ed5f-889252a97798","2020-10-17 15:33:36",342,11,NA,1,71,"männlich",1,4,0,4,0,0,12,11,0.275265593810707,0.135834614561755,1.36056250146808,0.24080275638971688
345,"6516724c-fb97-7cec-4559-453db79e978c","2020-10-17 15:37:39",343,11,12,0,38,"männlich",6,6,3,5,4,4,12,11,0.279358100108745,0.136914324119522,1.39501211757601,0.2437601674271737
