"subject_id","date.x","sumsexp","sumscon","conrw","exprw","expbf","conbf","respid","status","interview_start","interview_end","q5a","q5b","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q2_7","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q4","q6","gender_image","s2","agegroups","totaltime","exp.BF","con.BF"
"TTCJsZOPpR9IEflQel__tmj_VVaxPCjMCjbv6AvyPoCspV-PC0DehZGavwyMwBeb5uBot5sIHL-H5HsUCk7OX4ZIaRvG1HrShMukbvbAp6M1","2018-10-08T11:50:46Z",8,10,10,-78,0.0992313643194091,0.219985556969052,14323,"complete","8-Oct-2018 10:44","8-Oct-2018 10:57",3,3,4,5,4,5,1,4,5,4,2,4,2,1,1,5,"Vielleicht, ob negative Bilder eher im Gedächtnis bleiben, als positive?",1,62,5,"789.0",0.0992313643194091,0.21998555696905198
"e_49KLvY-Zud9aLDg2m46L1VsMCDThYzISlrnEw7SNuyAfmvGu_J_wjV5VaQTXRVggAwIvm-En97aSRdljspLVVl7rM0cj0oJXdpJleMEuM1","2018-10-08T11:55:07Z",15,9,9,-73,0.1030255869908132,0.217470579850948,13155,"complete","8-Oct-2018 10:16","8-Oct-2018 11:03",3,3,7,6,7,5,7,7,1,3,4,3,3,3,4,5,"ich kann mir noch nichts darunter vorstellen",2,34,2,"2823.0",0.10302558699081324,0.2174705798509483
"xobua5G0hj9Df1RybftHPAxgw-XNpsL439sRevziTVg6Bm_VY2VFcnvLS6h-bkp0BLHeX__qVQBfSjkZJqFDGDP_Do8XZagOaSugsxnrI2c1","2018-10-08T12:05:01Z",6,10,9,-77,0.1000352754533268,0.217383605301361,14181,"complete","8-Oct-2018 11:03","8-Oct-2018 11:11",3,1,7,7,7,7,5,4,4,4,3,4,3,2,3,5,NA,1,62,5,"467.0",0.10003527545332683,0.21738360530136108
"OhceWRtObxfPze20pMwvM16Ctn8ZDyTryiFQJ6tA68DdGD2xwWh-ohBBb3Y_RQ9vhQOWs3WqdKWZORVaF38b1ADrPs_YqeNJ8N5NF9p5zPA1","2018-10-08T12:17:17Z",6,7,6,-81,0.0971865549807142,0.210245297233901,13187,"complete","8-Oct-2018 11:15","8-Oct-2018 11:25",2,4,6,6,4,4,3,3,5,3,3,4,3,3,3,5,"reaktion auf die heile bzw kappute welt",1,68,6,"549.0",0.09718655498071424,0.2102452972339011
"nNdtH9xFr7JXzaNuzQy5sdhTlo9xlPIV9mgrP0igjXIJO4gnkRuWIYBt6H9MhZZulGC2UIuZePnY40vu0nriPzZtIunnxcOK3lCA8_N16V81","2018-10-08T12:19:02Z",11,12,8,-80,0.0978555625990206,0.214809365382806,14396,"complete","8-Oct-2018 11:16","8-Oct-2018 11:28",1,3,6,6,3,6,4,4,4,3,4,2,3,5,4,5,"Ob man sich die Bilder merken kann, bzw, ob man weiß, ob sie ein- oder zweimal erscheinen",2,74,6,"637.0",0.0978555625990206,0.2148093653828061
"X64LUGGl8K3XAI5ddkt0qUh9XRm00BeBxXrLfMOej1MTJJPVSydxSugRpndr1LYghfIPN4iVXQvkw4IAuTiMruferphAvtt_X2Y1YUWJYLU1","2018-10-08T12:20:41Z",12,10,8,-78,0.0992640121016595,0.214723564681692,14314,"complete","8-Oct-2018 11:18","8-Oct-2018 11:27",4,2,4,5,7,4,2,4,4,1,3,3,3,2,3,5,"Ob man die positiven oder negativen Dinge eher in Erinnerung behält.",2,28,2,"509.0",0.0992640121016595,0.21472356468169188
"TWBwqTEEAD3oRtfhp51iWihGojGxcJYUb8vOYfSMbUppoQ604yscpBWiEUGDq0I1rnRDScGs9qhLyJVN5xYpbePfmnIiyoM8FqDQzKKmR3A1","2018-10-08T12:29:59Z",15,7,5,-73,0.1030480163776494,0.207713063094437,12099,"complete","8-Oct-2018 11:27","8-Oct-2018 11:36",1,5,6,7,6,6,5,6,1,4,4,3,2,3,4,5,"was man davon behalten kann, welche Motive",1,64,5,"585.0",0.10304801637764942,0.20771306309443685
"fFEJ77eaek76-pPIK8u252aW3-IK-xkMDBGQJ76LwQPJN9dsffCs5U9cWLg84VXDu7cXdrAxSyDzyiFb49QaCDCsvvc3V2mAPjNEivepPhk1","2018-10-08T12:31:55Z",9,8,3,-74,0.1022467376198547,0.203198769051893,14720,"complete","8-Oct-2018 11:28","8-Oct-2018 11:40",2,3,5,6,3,4,2,3,6,4,2,5,2,2,4,5,"menschliche Stimmungen und Reaktione",1,67,6,"681.0",0.10224673761985467,0.20319876905189282
"laj5JuDx4W7xJczsxYiS2yvAw2pPSd69_c54iMiYcikZpEYsAmJHafWLyNrz_h-w_iT40_SbCcVrI0HZMoukAZf8b5G1cIZ001-GmjMXJPo1","2018-10-08T12:44:12Z",9,11,4,-75,0.1014551673154173,0.205312987415382,13956,"complete","8-Oct-2018 11:42","8-Oct-2018 11:50",1,5,1,2,3,1,2,3,3,2,2,3,4,4,3,5,"keine Ahnung, aufmerksamkeitslevel?",2,71,6,"495.0",0.10145516731541729,0.20531298741538245
"EP_AkKQYmHQ7-8iA3mo-FRS_V3l-dz7m5IymtsZMFLJu3DlAwYL56UCPTLJWtB860TZyOCvOnXtSGH10kIRbRXz3Pg7SODA4YVQ6FU9BOZ81","2018-10-08T12:53:27Z",9,9,3,-76,0.1006731558623584,0.203035578218904,14101,"complete","8-Oct-2018 11:48","8-Oct-2018 12:00",2,2,7,7,5,4,4,4,1,2,4,3,4,4,3,5,NA,1,65,6,"714.0",0.10067315586235842,0.2030355782189044
"-kVS06rcFDy3aKbA2--2l8pa4RHiZZ1wglqY3db3fwC52gBdUBxTLDiGsaeUNubM2ovV2Iu-oPc8uHRBlePa9ByEr479TNZsyyl9-1_dpvk1","2018-10-08T13:05:39Z",12,12,5,-74,0.1021461472447184,0.207374142640985,14043,"complete","8-Oct-2018 12:03","8-Oct-2018 12:12",1,3,3,6,4,6,4,3,3,3,3,3,4,3,3,5,NA,2,52,4,"473.0",0.10214614724471836,0.20737414264098475
"9-1xRfpquxS6zYWoLfA7roiNDtXKVR8Dn8g5qTDm8J0IiZxGGDK_Z486-WKlHw5UgsucZQd53CuJ7LEa-f3xl1rhyTz45j9JITPs7-opPYY1","2018-10-08T13:05:41Z",10,16,11,-74,0.1021053422359378,0.221352896032801,14583,"complete","8-Oct-2018 12:02","8-Oct-2018 12:13",2,3,6,4,3,6,1,6,3,4,2,3,2,4,5,5,NA,1,73,6,"606.0",0.10210534223593777,0.22135289603280167
"UcxsofXjGGon5TQehiqJYno_c93iC6ZPvO-rYQRA6bJesfhibem5M_4SuqIUiTqDYk3NdSyVFfa9YK_qZvcJhvWsoAlPUjAntbLtL1_MhpQ1","2018-10-08T13:08:40Z",12,13,14,-72,0.1036124694957087,0.228805494783539,14130,"complete","8-Oct-2018 12:07","8-Oct-2018 12:16",1,3,2,4,2,2,1,2,6,4,2,5,1,2,5,5,"wie schnell ich die Bilder aufnehme",2,80,6,"507.0",0.10361246949570868,0.2288054947835389
"4iTeTgnCVbuCF1oKiTxd7xz7eyUsAZ-Bwgl6mie1emMtAwInZVFEiIyAxnA22S1XAre7CCQw8L5Hf_DhRqRFMSyfW8pTqLFpwTSuyabt9Vs1","2018-10-08T13:09:56Z",11,10,14,-71,0.1043549062648792,0.228714817402889,14344,"complete","8-Oct-2018 12:03","12-Oct-2018 16:29",1,1,7,6,5,4,1,3,7,5,1,5,3,2,4,5,NA,1,80,6,"361548.0",0.10435490626487916,0.22871481740288943
"OrlueTRr361j9o2LSRKwAyrU7z1_zYuJY1VbFmm_6AFL0izVLkGy8KgwcmVB8XPV0sYwoIzB2H-B1DdvKKtVwHEO5lQOdrxUZ7XkLoJJV1U1","2018-10-08T13:10:28Z",9,11,15,-72,0.1035371073228477,0.231220700000682,14072,"complete","8-Oct-2018 12:09","8-Oct-2018 12:16",2,4,7,5,4,4,1,4,5,4,3,4,2,1,4,5,"?????????????",2,69,6,"419.0",0.10353710732284774,0.231220700000682
"1A_hkBm6_xMuWb3xspIEBvt6_3BRBNeq0PbVsKG6NQ1g4GtlEXEYWIef-MIqTd3EACx-kWQ19_5swTF7dSjOnbX7UYjfDJcClkCPfL_VEZw1","2018-10-08T13:10:56Z",11,11,16,-71,0.1042789685710304,0.233766672628735,14731,"complete","8-Oct-2018 12:06","8-Oct-2018 12:21",2,3,4,5,5,4,1,5,1,1,4,2,3,3,2,5,NA,1,69,6,"703.0",0.10427896857103044,0.23376667262873496
"jw-j0yBMpng_2ZDYPrK-dnKr83U3Qu1yBzkwsO59Sle9hD2IbAZJcenu8cJqmwk2vjF86Aqj_9Li-WtN8TuQyv6vqmJ09iAuusBl3Gd3olo1","2018-10-08T13:13:57Z",10,11,17,-71,0.1042374187216309,0.23635351812042,14303,"complete","8-Oct-2018 12:11","8-Oct-2018 12:20",1,2,6,5,1,4,4,2,6,4,2,5,2,2,5,5,NA,2,67,6,"543.0",0.10423741872163088,0.2363535181204202
"MPcZaRHQwGsD2VHGPewpqeYH-5C7dnn_7Yv7tCITyRDCUUElqZvELrRH-FuEHxXAInsRaB9UuzSk92y9jH_s-Sm01hGtTSLh2JHEl5oc-3k1","2018-10-08T13:14:11Z",9,10,17,-72,0.1034207173966958,0.236260231608869,14112,"complete","8-Oct-2018 12:09","8-Oct-2018 12:23",1,4,4,2,7,4,2,1,7,5,3,5,5,1,5,5,"weis nicht",1,69,6,"796.0",0.10342071739669577,0.23626023160886941
"gjAfn2mXr9qk-aBdIq_kbxG__Oh9dHAo5ybX4am1roVTgfY-ldvnViSgV0H5Gyz2Aph_w5amPPc_rXLJzBvBgj3IlhXtNb-8djlsnwKyR281","2018-10-08T13:20:46Z",13,11,18,-69,0.1057760565926426,0.238887826032139,13944,"complete","8-Oct-2018 12:17","8-Oct-2018 12:27",3,3,3,1,2,3,1,3,4,3,1,3,1,1,4,5,"Den Effekt, die die Bilder auf Personen haben",1,25,2,"596.0",0.10577605659264258,0.23888782603213868
"zD1Qj29dTPCFGhne07t4vRnHD8vXgim-AnhZNYHnyoDPgFT3y-dzsU3YVVzDtPc-78QWK3HVsihd1r8aOnl4_Rf2Vop52eH8tOipre6CNUI1","2018-10-08T13:21:48Z",14,7,15,-65,0.1090778181190387,0.230733111914453,14058,"complete","8-Oct-2018 12:20","8-Oct-2018 12:29",1,1,2,4,2,2,1,1,5,4,1,5,3,1,4,5,"ob ich mir die Bilder merken kann, wie lange ich die bilder ansehen kann.",2,68,6,"552.0",0.10907781811903858,0.23073311191445334
"OT33hFRJUMqV-2AOfDadBF5f2mxDQnj9iRG9kq8e2-mYPFLVp5fosRpuu3zlTkzfWF6Zy8QaqZwsEpNLfSGMQZGB9EWQhQVWn7hgPTbiw-M1","2018-10-08T13:23:38Z",6,5,10,-69,0.1058073343116417,0.218056078004848,13280,"complete","8-Oct-2018 12:18","8-Oct-2018 12:29",1,4,5,5,7,5,2,4,3,3,3,2,3,3,4,5,NA,1,47,4,"657.0",0.10580733431164174,0.2180560780048483
"r-I__4bGPm8UcaWt3fhp7ITdIil2p5Fra9pf0dfGgXOSXvtSq9KxaJSXa0BseoHI9m0lvXNtBATWdauiMR44Egj2G5IQT22ZZy6-KPwEBqM1","2018-10-08T13:25:07Z",9,8,8,-70,0.1049727505639147,0.213230826353274,14059,"complete","8-Oct-2018 12:23","8-Oct-2018 12:31",3,3,5,4,5,4,4,5,3,2,4,2,4,4,2,5,"? selektive Erinnerung?",2,36,3,"474.0",0.10497275056391467,0.213230826353274
"9yQVPl7wMmyyb0s-ulb7g8ThEBCLL9CwufcbEX3pLL3lmgo8byZwQkFzsYUOoTczijR3DBScsdy3jWTGtgdxugHVZZfzP028VtDSfMvkXhw1","2018-10-08T13:26:20Z",10,9,7,-70,0.1049310765739547,0.210835370032069,7130,"complete","2-Oct-2018 00:32","8-Oct-2018 12:34",2,4,5,4,5,5,2,3,4,4,3,4,2,2,3,5,"Zwei Bilder werden miteinander vermischt. Etwas positives und etwas negatives. Nach Zufallprinzip wird eines von beiden am Endes augegeben. Ihr wollt testen, ob man eher das negative oder das positive erkennt oder erwartet.",2,33,2,"561702.0",0.10493107657395473,0.2108353700320694
"Hi1enh5XynpFY00nQq8CW0mRAZi7saROhune6Lns00znCPCK7AL9oLx49TxoinsRNL3fFnMoD0UA_kLVgK-QBnD35bhYeOHATVORWXiVWnc1","2018-10-08T13:42:13Z",7,12,9,-73,0.1025920529037422,0.215401147218279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10259205290374217,0.21540114721827883
"CeeVkzeCAxfblqWnL2w2PyTuCgfefge8fAxnLTbE3StnSwOS7s9RvM8hRxsgvNt-MknmCWTZTZtyTU-E2MjkoCEL8xhakkx4UwehgS1ANac1","2018-10-08T13:44:00Z",15,12,11,-68,0.1065693554738256,0.220110230010723,12316,"complete","8-Oct-2018 12:01","8-Oct-2018 12:50",5,5,7,6,7,7,7,7,1,1,5,1,5,5,5,5,"weiß nicht",2,42,3,"2929.0",0.10656935547382565,0.22011023001072283
"rnDp81xACaI0qtv4bBAe5KjVeDC0atbwP93kmJwQoaXMcjolAn3iLUo3ar8XFNTgCdGRNwpMpyJ3QVnI8WScW-Ut4HXfkK9G-_WoxaQKaiA1","2018-10-08T13:57:50Z",4,10,11,-74,0.1019731965964903,0.220023465815745,14092,"complete","8-Oct-2018 12:56","8-Oct-2018 13:10",1,1,7,7,7,7,7,7,6,4,4,5,5,4,5,5,"wn",1,64,5,"820.0",0.10197319659649032,0.22002346581574508
"DvQ3PqUyuQUQCHRPSi84RvNL-AB3bTPLg8CJaYpzoJBYQh8512AkB_ftULYlgdFxDcM-jnAnVuaUHrQM-fLZlF3DFUpdahhX8H4ldoWSlj01","2018-10-08T14:01:28Z",9,10,11,-75,0.1011883994326428,0.219936786407838,14671,"complete","8-Oct-2018 12:59","8-Oct-2018 13:09",1,4,7,7,3,7,1,1,4,4,2,3,3,2,4,5,"Positives und negatives Geschehen",1,70,6,"531.0",0.10118839943264275,0.21993678640783798
"o3PucOo9NxYpbvnWs8D6-4If1EiJ9otmSn8f7FddGxEMYldpdekFuSPH7OsfgiGEKGh0tH2UoZtSbuvDC2Ez2fVn4-6cmVUOouShnvvw7PE1","2018-10-08T14:21:35Z",13,10,11,-72,0.1034505848822112,0.219850024563662,14280,"complete","8-Oct-2018 13:20","8-Oct-2018 13:28",2,5,6,7,6,6,3,3,5,4,2,4,3,2,4,5,NA,2,63,5,"437.0",0.10345058488221123,0.21985002456366207
"zZGuCus3fNsyAS8A96Vuc-vYNxmvU9JJLVhTJZcyivDW1DBeukk6SrBS5Ahc-gnM1CVswBhceD8STUAPukGBOVBLO0p6ufaQcrPiJYL29go1","2018-10-08T14:28:35Z",7,7,8,-75,0.1011730421401541,0.21262033720361,12181,"complete","8-Oct-2018 13:34","8-Oct-2018 13:50",2,4,7,7,6,6,4,6,6,4,4,4,3,4,4,5,NA,1,67,6,"982.0",0.10117304214015409,0.21262033720360995
"HbfwBiBIbSZzPXLr-iTzwrLhJHlqQnrQ-SjkkKSMu4ChxYkd3LPNctFWnqldVlO9zdGdGdenFJjOAM8DEGxSAMeZZMwKybYEnzywVLC_7kY1","2018-10-08T14:31:35Z",12,9,7,-73,0.1026503063104012,0.210234628268232,14108,"complete","8-Oct-2018 13:26","8-Oct-2018 13:39",1,5,7,6,7,6,1,7,6,4,4,5,5,3,5,5,"-. .,-ln .kbhlivkulgvczif igugiugf igigvu ftfgvigzugti gfgf",1,40,3,"738.0",0.10265030631040123,0.21023462826823228
"RDO8cjbQkd4iHzdLtRasIJBVLt_t_hizbWtCvRa-4oKgV0yyGUvVbT4Z6kYppPz4G4Hd_NC7NquhiAYBIp-3rM9HgQkzEzVveLobzbipppM1","2018-10-08T14:43:07Z",6,10,7,-77,0.0996975900027522,0.210151843383068,14018,"complete","8-Oct-2018 13:26","8-Oct-2018 13:51",2,4,7,6,2,6,2,5,5,4,3,4,4,3,4,5,"demnke  gedächnis",1,78,6,"1442.0",0.09969759000275218,0.21015184338306805
"uifuvz8-YAulYL8mne4PyE0OS459gRf3ROPs4ZE88hMKgcC5r8G421qWxMSwFdGMcFUU46ZRYwJ_q5RaJzWzALxutUrj0bgSYazhJmmhDh41","2018-10-08T14:47:50Z",13,8,5,-74,0.1019032044089864,0.20557488620705,12009,"complete","8-Oct-2018 13:43","8-Oct-2018 13:59",4,2,6,7,4,3,2,6,5,2,2,5,3,4,3,5,"wie gut man sich was merken kann",1,47,4,"706.0",0.10190320440898641,0.20557488620705
"fwO41am4xygPTbDiZElLG51cj7RmG3IGN6nxbJL10_WTx7mvC_eI2R1e4uCNqHs1awXKW0i8Tjz7DUcJobd4T5HWalw9ob6syyX8REch2fI1","2018-10-08T15:01:47Z",8,9,4,-76,0.1003941543020151,0.203301167123865,13932,"complete","8-Oct-2018 14:00","8-Oct-2018 14:09",1,4,7,6,6,7,3,4,6,4,4,3,4,4,3,5,"Wie man auf bestimmte Situationen reagiert",2,69,6,"463.0",0.10039415430201509,0.20330116712386484
"2EH5e0Kz3pTWLDxY6wBn0TtCVeZshp7CYpigJ2EePOWyPmaGtzcztw-6OEEtAjfHBJ3BLsX7WmLLfNZ0egfmzSgII1Mpy_eOA6qPGVlEzGY1","2018-10-08T15:10:58Z",10,14,8,-76,0.1003546333688635,0.212175780889496,14131,"complete","8-Oct-2018 14:08","8-Oct-2018 14:17",3,3,6,5,4,4,4,3,4,3,3,3,3,2,4,3,NA,2,38,3,"513.0",0.10035463336886351,0.2121757808894957
"N0Hn-Vn14ypl99FychX_14Sv5J304K7yFrBuuRnzARyjl90KkmUKMpgVWaImerPefWI7NLR6X5TePijYz12cmBdX5fZdLK_liZWgmAiX8tE1","2018-10-08T15:13:25Z",10,12,10,-76,0.1003151536643884,0.216781703267316,14275,"complete","8-Oct-2018 14:11","8-Oct-2018 14:19",2,3,6,6,4,2,1,1,4,3,2,5,2,3,4,5,"Ausdauer und Geduld",1,73,6,"522.0",0.10031515366438844,0.2167817032673164
"pHuFfRmRRxP0G20BEhpcLL3nqUWxBNQqGje81CE-hWSgPnAyjdV_NuoL4bkcPnoEZ6kU4G6gk2c7fhlM0NZWzM-PYFchl_hu2Nh8DVtER-g1","2018-10-08T15:33:34Z",11,12,12,-75,0.1010155742572098,0.221532374899859,14210,"complete","8-Oct-2018 14:31","8-Oct-2018 14:39",5,5,7,6,6,6,6,7,6,5,5,5,4,4,5,5,"ich weiß es nicht.",1,43,3,"460.0",0.1010155742572098,0.22153237489985925
"iHC0PzyVVnTFsimu9uxcZMSYyfScfC6xlL-_YPMLX92RwqPHIfo8HclQ3UbiBWf7trTjzm6nvYOXR0U1pa8GKT9Jp1csh0lPjDzbHHBbcAk1","2018-10-08T15:54:01Z",7,7,9,-78,0.0988255965693293,0.214230090401396,13991,"complete","8-Oct-2018 14:51","8-Oct-2018 15:00",2,5,5,4,3,4,3,1,3,3,2,2,3,2,3,5,"keine ahnung",1,37,3,"521.0",0.09882559656932935,0.21423009040139557
"YvVog4Bg4Rl7F87vqN_hO4tuW0vF9yYIvnkFyEWHSJvxNpcFcM1RgvwuLq2_VvTcaA_NOPS9O_VJU3mbFV1NjAaE1LB6hBhzTDIx2aw74Mk1","2018-10-08T16:09:48Z",9,11,10,-79,0.098080050258309,0.216505174692661,14040,"complete","8-Oct-2018 15:09","8-Oct-2018 15:17",3,5,5,6,4,5,5,4,2,3,4,3,3,4,3,5,"Wie lange eine Person ununterbrochen diese Bilder betrachten kann",1,48,4,"459.0",0.09808005025830902,0.216505174692661
"F5LroQAbi_RGEkcm8_LMPXiLPi3OVjsyj5HWLBgzuzJHjj8EXqj0MgpU6wwJKqsYqU0smNaHM6lQlasGfK78xcOOjBjSu7G2xKFQ07Cj0ns1","2018-10-08T16:12:34Z",11,7,7,-78,0.0987668445731974,0.209442542213623,12352,"complete","8-Oct-2018 15:10","8-Oct-2018 15:19",1,4,7,6,7,4,4,5,4,3,4,3,2,3,4,5,"aufmergsamkeit",1,63,5,"508.0",0.0987668445731974,0.20944254221362338
"Qba-sybduZsBQE-P62OTlIdJ6yPEbj5Q8grzRDeU_zed3BFb9zHdv8N7UVk95j2J9jtAI9v_8OD1_ty47wAUBSZ7Gkg3SxnXCO6CdBT6Ci41","2018-10-08T16:20:12Z",12,8,5,-76,0.1001752311163815,0.204895187461485,13950,"complete","8-Oct-2018 13:50","8-Oct-2018 15:26",2,3,5,4,4,4,5,5,4,2,4,2,3,3,4,5,"ich habe kein Thema erkennen können",1,37,3,"5747.0",0.10017523111638148,0.20489518746148472
"GJ3pCDCl-6pGNW_CXLtpD4nUBno-GuGnz-Ebhigd4xixzBbOZGzazztcS7u0lxMx1U_b0tVRhJ3zMMjvRzvfWIkzXweYZUvOVJ075mUiH8A1","2018-10-08T16:52:03Z",8,11,6,-78,0.0987179791031043,0.20702640887754,14507,"complete","8-Oct-2018 15:49","8-Oct-2018 16:01",3,3,7,7,7,4,1,7,1,3,5,1,5,5,2,3,"ist mir rätselhaft. begreife den Sinn nicht.",1,67,6,"607.0",0.0987179791031043,0.20702640887753987
"JTDPSHaCygGB7h-__CFpAz7GSAhuIxn-iMS19e-26BtBKWu5Zs0x18CRWp1OTzTSFjsz5xQM7kJRkKyPlNltN6oMiY6E_6wsWGGhNTGhFjE1","2018-10-08T16:52:32Z",10,8,4,-78,0.0986793679622653,0.202554443432502,14186,"complete","8-Oct-2018 15:51","8-Oct-2018 15:59",2,4,4,4,6,4,1,1,7,5,3,5,2,1,5,5,"Was allaes im Leben los ist. Gute und weniger gute Situationen. Umweltverschmutzung und heile Welt",2,72,6,"482.0",0.09867936796226531,0.20255444343250187
"GwOYv_N0Bypb7VDyL6AeHa2pYPRQXfxapiKGmQtxdW_puHoTxj7vJUH6kGq3-K6DKhrIhQZbgtSFJwu6DfSgHzCg00o1J8DcxOxPZOWLrew1","2018-10-08T17:03:25Z",7,11,5,-81,0.0965589442583349,0.20465030014636101,14102,"complete","8-Oct-2018 16:01","8-Oct-2018 16:10",3,3,5,6,3,3,4,5,2,3,4,3,3,3,3,5,"Heile Welt und Chaos",1,66,6,"490.0",0.09655894425833494,0.2046503001463614
"kEhn5q5kDIYGHv5DcF-EK0BdyYDcOgealn83kSxLf-GkKbOnIKYzjDGTjSsSk09WUTc7Okmii8WLCcfyHiqExf2yDyMqhZOB_lwN3M3Mmwg1","2018-10-08T17:06:25Z",9,10,5,-82,0.0958403874601952,0.204570258575051,14051,"complete","8-Oct-2018 16:04","8-Oct-2018 16:14",2,4,7,6,4,3,7,7,3,3,4,4,2,3,4,5,"Gegensätze des Lebens",1,66,6,"556.0",0.09584038746019524,0.2045702585750514
"HLxQcO_vCb_053ITB5LpVKrwQtIfAEunZmrVqcZTRaXmUcfvsXnLUssHgzzN8Xpwdfy7-xPMv-EBIsadnhFNUDl7Ahr3kI3OcjgLFV7CClg1","2018-10-08T17:08:43Z",9,10,5,-83,0.0951302302739425,0.20449029512127,14456,"complete","8-Oct-2018 16:06","8-Oct-2018 16:15",1,5,7,4,4,7,4,7,7,5,4,5,4,4,5,5,NA,2,63,5,"486.0",0.09513023027394249,0.20449029512126982
"T3-P7EzElSGC66ErHBmgEeUJaEO6U8fFowZTd9Ze93n_qj9W-EHxHG_IdAqmXWeky1OdxirCY1ZlUDHX2UlnVH1mjEuULJck1ZGi6WmIzQM1","2018-10-08T17:08:46Z",8,12,7,-85,0.0937782552625802,0.208855502388537,14038,"complete","8-Oct-2018 16:06","8-Oct-2018 16:15",1,3,4,4,5,5,1,4,7,3,3,4,2,2,4,5,"meine Merkfähigkeit",2,74,6,"560.0",0.09377825526258018,0.2088555023885367
"VlHCCVZ4dfsDekLUlCZI4Z8K0E04u1mXmZaG8NrJdG2odZIWTQdy_kBJRyu21KgdX-2IyfXplB2jDrC7ZbMevJAxcngZcNUu88dsVu8s7Ck1","2018-10-08T17:14:27Z",10,6,3,-85,0.0937417355052142,0.20001080448033,14707,"complete","8-Oct-2018 16:11","8-Oct-2018 16:27",1,2,7,6,6,6,4,6,3,2,5,2,3,4,2,5,"optisches Gedächtnis",2,61,5,"935.0",0.09374173550521422,0.2000108044803296
"GFUc3XTbLaCokNVKiFaxkwO4fwPcAfCu4Kw9PiMz9shiUOa0alOPVbakvMalkDma2lVwf7Dq1r8k-p7k_DSn6eDR3pv4TqE28auzMh26AQA1","2018-10-08T17:21:17Z",9,6,-1,-86,0.0930560318117415,0.191713830951739,14246,"complete","8-Oct-2018 16:19","8-Oct-2018 16:28",2,1,6,5,3,5,1,4,5,4,3,3,2,4,4,5,"Keine Ahnung",1,67,6,"521.0",0.09305603181174157,0.19171383095173875
"hufMLxxKH-_Ru-gnInx4IJJu6LEGRVzLmtXvGAsocENR3Cp6xUGzd4eA85GjQl97IiT14sE6GZBpx4sTjiEj9Vip4_zUPYczF3fe6yuDjQQ1","2018-10-08T17:26:55Z",6,13,2,-90,0.0905390749005079,0.197746012366428,14121,"complete","8-Oct-2018 16:24","8-Oct-2018 16:35",1,4,2,2,1,3,1,1,4,5,3,5,2,1,1,5,NA,1,77,6,"540.0",0.09053907490050793,0.19774601236642805
"VtyTRKgZSBQ-jb4nbuA0192ZoEBYmmqgJ_JJ9A3OdkgE-6eWUbDPyFOtPP9zcj8QaOpfeUsSJni4-hKTFTSl4OvTENkVUGAGbY0LwRo-Uy41","2018-10-08T17:38:59Z",11,8,0,-89,0.0911310011676493,0.193568839834666,14170,"complete","8-Oct-2018 16:36","8-Oct-2018 16:50",3,3,6,6,5,4,1,3,1,1,3,1,3,2,2,5,"vERHÄLTNIS VON pOSITIVEM ZU nEGATIVEN",1,74,6,"745.0",0.09113100116764926,0.1935688398346665
"0tX-UOR0byXP3sUoulkSIZPi2ydc2ShEFEsBl38E59AoU_HTyCMHVKAP-ZzaRYEJGWKS-inxrL0x7225ePLEmxEl4S7eMQscd7hYL0bPzYQ1","2018-10-08T17:49:47Z",10,9,-1,-89,0.091095644412132,0.191491097416821,9529,"complete","8-Oct-2018 16:48","8-Oct-2018 16:57",2,3,6,4,4,4,1,3,6,4,3,5,3,2,5,5,"es waren nach meiner Auffassung genau so viele schöne wie nicht so schöne zu sehen - ein paar ""unschöne"" Bilder und dann immer wieder ein schönes/angenehmes Bild",2,70,6,"552.0",0.09109564441213198,0.19149109741682063
"GehGAEYyxTS4tmvgERjyypOKKxTDOSXCzjlDliQr9POmwqtIykz-9XGdmgJfgzEwG5Lz_nB5PpW5inYP4WkYdzLlnQDxc7uoyx_PRz20fro1","2018-10-08T18:07:43Z",8,9,-2,-91,0.0898354043851654,0.189445327980762,14411,"complete","8-Oct-2018 15:59","8-Oct-2018 17:19",2,3,4,3,5,4,2,6,4,4,3,4,3,3,4,5,"emotionale Reaktionen des betrachters",2,50,4,"747.0",0.08983540438516541,0.18944532798076197
"Ns4ANGZ1OTu0brmYWrrpEKPi5jAo1oSgnVZ7f0H2aD0JSTJCeksPdcxhsMoVQ0_ZZx0LvEU6xRgJbbjL7cTZrXdFnIybrHra0uEn89l6Haw1","2018-10-08T18:09:24Z",10,13,1,-91,0.0898006161058989,0.195372527023402,14052,"complete","8-Oct-2018 17:07","8-Oct-2018 17:17",1,1,4,7,3,4,4,4,4,3,3,4,3,3,4,5,"nix",1,64,5,"543.0",0.08980061610589893,0.19537252702340216
"-Jw7s3RAQX71mgSo8z5tZsqOQcRhW2PWNQ6IxODWSeA7_akZs0qIXenehwNFQxb3a2RYB79hk720-mP6HR9PkEPjOgSEX9sAHca_2znzzOY1","2018-10-08T18:25:24Z",10,9,0,-91,0.0897658638592284,0.193267158395144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08976586385922838,0.19326715839514436
