"subject_id","date.x","sumsexp","sumscon","conrw","exprw","expbf","conbf","respid","status","interview_start","interview_end","q5a","q5b","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q2_7","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q4","q6","gender_image","s2","agegroups","totaltime","exp.BF","con.BF"
"BSE2l-04d0mbAEC9UOsKx5CnDFYcFuQRflXbbJJ4AnqH_cnmTK2McFaIPXmFE5fwDTsKXbeBgXcfU5bGlP65S3TBUa1kdxg6VPEybnK80Ik1","2018-09-20T20:58:12Z",10,9,-47,-43,0.1947360992266679,0.188626200685148,1674,"complete","43363.83125","43363.8361111111",3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,5,"Keine Ahnung",1,52,4,"425.0",0.19473609922666787,0.18862620068514843
"tKLLHP1zv4g18G7cScyuLIe3aQ5v35sx_eMXWSe7VOD21u0yOj6qyZotlbz-Xs1ThT6ckHOu-6vP4_rWw81Hk981ejx3TqlQx9Fz-C9Kpuw1","2018-09-20T21:10:29Z",12,7,-50,-41,0.1997886226975308,0.181798965658104,3520,"complete","43363.8361111111","43363.8458333333",1,1,7,6,6,5,5,7,5,4,3,3,4,4,3,5,"GEDANKEN UND DIE AUFMERKSAMKEIT GEWALT UND FRIEDEN UND FREUDE",2,64,5,"818.0",0.19978862269753084,0.18179896565810405
"biD38CAjRs0khvn5cWTiuvcFEPpYzxyaBbWvZgFOFoV7WCCEpa_p45dWPJoC3_L-WgaDyv5w9_hM1BcNlIqWCsixQ17fSWdNhxME3uPAtjw1","2018-09-20T21:22:43Z",8,11,-49,-43,0.1944789493229746,0.18383414506296,3802,"complete","43363.8479166667","43363.8534722222",2,3,4,4,3,5,2,4,4,4,2,5,2,2,5,5,"reaktionen auf schwarz weiß bilder von einigen idyllischen bildern mit landschaften und einige mit aggressiven bildern wie z.b. krieg, zerstörung, unfällen und so was",1,42,3,"492.0",0.1944789493229746,0.18383414506295953
"O-s3avMKH-BWd5fDQ-rdQRfgp4sG_fLfk3O2YpfHFaMJJsiYsfoo46LZ8apfNED8Anu0ZZjwCT-WL-kY_H9_04h_zz2DiWnRMqC2EXa_pZE1","2018-09-20T21:26:09Z",7,12,-47,-46,0.1870953128598908,0.188288351176977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18709531285989078,0.18828835117697756
"g5un-A8wXVk2suCkqF5TuXDHanmH19GS7ldrPkIdqDLqaD-n7HFrAPb3Z8D9JtB6-bgl2ojhIje0hSv9JTex1nPaI1Tkt32l492Q3LSAdrY1","2018-09-20T21:33:14Z",13,9,-48,-43,0.1944699502971978,0.185784224136072,3456,"complete","43363.85","43363.8583333333",2,3,6,5,4,6,2,4,4,3,4,4,2,3,4,5,"Abwechslung Idylle - Katastrophe",1,72,6,"704.0",0.19446995029719777,0.18578422413607154
"m5T5tycqaj00iTI_mTGa349HgJV9ACy9FQJw2yDBtxRHmv759DpYza-wcfXSyfgConKBUf9waxTwn_gvv4DBykN9wO2b-TXF3icoYnDjm141","2018-09-20T21:43:48Z",10,9,-49,-43,0.194243217228172,0.183325615337688,3333,"complete","43363.8611111111","43363.8680555556",3,4,6,4,4,2,2,2,4,3,2,4,2,2,4,4,NA,2,70,6,"562.0",0.19424321722817203,0.18332561533768763
"9m5fj-r-tdz8WPEZChsAqqPJ_BCU-s2ZweslTMHUfT00pYEgSDNyw3egg-_Hdrl6qgdBdFn3PaUSkO-m0yMOkNW0phUI_AS5vDRsfApgfoE1","2018-09-20T22:09:32Z",8,10,-49,-45,0.1891644187148342,0.183110352751707,3710,"complete","43363.8791666667","43363.8875",2,2,2,4,1,2,1,1,6,4,2,4,1,2,5,5,"Aufmerksamkeit",1,66,6,"656.0",0.1891644187148342,0.18311035275170692
"PfpmPdxaF9K-ceQe0mh_P_upK0LCXVU2MPO5ilSIbhPqjJm0IbeDY56fPFsWpcYx7NwV7hD2w1zQHHK9dmFgJ4FpKBUkkXm7fQQwY9rs0sw1","2018-09-20T22:15:38Z",8,13,-46,-47,0.1842910468319206,0.19001041217547401,3439,"complete","43363.8833333333","43363.8909722222",2,3,7,7,7,6,6,6,2,2,4,2,4,4,2,5,"keine Ahnung",2,65,6,"610.0",0.1842910468319204,0.19001041217547365
"f24hjv9bDOvHrBOFYQH4vWDnv5V87NTu8Eb_LbHlRugd5E78oWY2vt53y0AKpX7w9ylx3JkyV4Rk5AEKk0Uxju7xM9sgv42fVZdYh1Zoeyk1","2018-09-20T22:32:32Z",7,7,-49,-50,0.1775117290837807,0.18310016132254,3461,"complete","43363.8965277778","43363.9013888889",1,2,3,4,4,5,1,2,6,4,2,4,2,2,4,3,"?",2,37,3,"454.0",0.17751172908378074,0.1831001613225395
"WUAmKkbCqA7o3ALzaiaevH6mHVr6rsAlsGNhPUbkQk5Hi0bK--6LIcVvSZc6Yt6TkH-rN5Ms4CM8k0FpdneMyEm4L85ebpkGHh_Bgx8k_Pg1","2018-09-20T23:01:11Z",8,11,-48,-52,0.1730947567699633,0.185163561050988,2892,"complete","43363.9138888889","43363.9458333333",2,2,7,7,7,5,5,7,2,1,3,2,3,5,2,5,"Eine Möglichkeit sähe ich darin, dass Sie der Einfluss sehr unterscheidlicher, konträrer Reize, Assoziationen oder Erinnerungen, wie sie häufiger oder auch seltener im Leben von Menschen vorkommen (können), auf die vorher erhobene prinzipieller regelmäßig aufrtetetenden Prinzipien, ""Lebensweisheiten"" bzw. -ausgangsbetrachtung interessiert. Also: Lässt man sich von Gewalt, Willkür, Unglücken etc. spontan überwältigen oder räumt man Freundschaften, Freiheit, Reiseerlebnissen, Glückserfahrungen etc. den größeren Raum in seiner Wahrnehmung und schließlich seinem ,Weltbild', besser gesagt Modell der Realität, ein?",1,50,4,"1427.0",0.1730947567699633,0.1851635610509877
"hKqnBPCVYIGPmGiKrUQyUnhgATI9EpVsyMYdfZVsbdcx9rYBEWcK53ifZTPWyLfqUbEvme_k3_25sMAVNFhg5-LJiF4ceQN62bQFB8lILHE1","2018-09-20T23:28:40Z",11,11,-47,-51,0.1750470012151682,0.187265946184495,3422,"complete","43363.9354166667","43363.9409722222",3,4,5,5,4,4,3,4,5,4,2,4,2,2,4,5,NA,1,53,4,"456.0",0.17504700121516822,0.18726594618449527
"gg30C6h8NfKz1jC5ivzgELRj55yiXJwGBdik1jJ3Zvfoq7kvWVyXdqG_M-IbAeFdsrMI3oF64h4x8nS8vJ9_dlj2p0pow852GMndwqQ0tBk1","2018-09-21T00:14:05Z",13,10,-47,-48,0.1816993464770609,0.187048848225902,3441,"complete","43363.9673611111","43363.9722222222",1,4,6,6,5,5,5,5,5,2,3,3,3,2,4,4,NA,1,33,2,"394.0",0.18169934647706093,0.1870488482259024
"3uKpJhFuicVYx9d41BKb5i04mIF3yY9f3HLgSH9x-gDj9dPDUxJKV10G4yWW7mxtWCwkYl2d2tNpwyjz1xLCNBsxGJDzbcPrPIHNN4Yf6zk1","2018-09-21T00:54:09Z",10,9,-48,-48,0.1814880170175029,0.184565128577146,3533,"complete","43363.9944444444","43364",2,2,5,5,4,6,5,5,4,4,3,4,3,3,4,4,NA,1,50,4,"457.0",0.1814880170175029,0.18456512857714594
"wT232Zp8jmV9PLKkhBhg-QYFC8OzI_0s_AZ_4LjLyb4TMw_gI-cZwlgMCfhPx6DTCj7cTnw9qE6OYLlTol9IMDR7Z_k1PdbeMMFU6sDehrM1","2018-09-21T01:04:47Z",11,13,-45,-47,0.1835947043300235,0.191550571831355,1654,"complete","43361.5805555556","43364.0076388889",1,1,7,6,5,3,1,3,4,3,2,3,2,2,4,5,"Wie lange man diesen Wechsel von Bildern und Störeinlagen aushält?",1,63,5,"484.0",0.1835947043300235,0.19155057183135454
"k_823ofg2J8kajNioKDUsheX_GIXkFPomUJ7qInoFLV8ro5b7w-3stLULV7fzVLMtqFURDb94ZuONinuMb_O9ZaDQC1icTeXQVN_-VxB0Rg1","2018-09-21T03:55:44Z",10,9,-46,-47,0.1833824502796717,0.188978610845367,3835,"complete","43364.1166666667","43364.1298611111",3,4,7,7,2,7,4,5,6,5,3,5,3,2,4,5,"Ob es mehr positive oder mehr negative Bilder waren und ob ich Angst vor der Wirklichkeit habe",2,64,5,"1118.0",0.18338245027967173,0.18897861084536738
"92xJ1VJIaAaPVP11NoKyDtH98busy60D1xYwchZZ_eDwxbk2GGEwCGWylLOCV2PlH8uyCuxb0NCUj5XoshbAHeC1bo-ijrgTVQeulWx4ApQ1","2018-09-21T06:09:41Z",13,7,-49,-44,0.1905260061750259,0.182121033257788,3406,"complete","43364.2131944444","43364.2215277778",1,2,7,6,5,3,1,5,5,3,4,3,3,3,3,5,NA,2,64,5,"679.0",0.19052600617502594,0.1821210332577877
"0B5f_TD-Z2ohxyWXewXavANvDSikrpWcAXTnNYBcsUgblw0Re6wNQ3k40Ldwf_hfCVe5sFVENQZJiY-hll9ThuHBDCNRCeZ-F7vqon3g93Q1","2018-09-21T07:30:46Z",9,8,-51,-45,0.1879060842835791,0.177649639711827,3565,"complete","43364.2701388889","43364.2756944444",4,4,6,6,6,6,6,4,6,4,4,4,4,4,4,5,"ekel",1,52,4,"460.0",0.18790608428357908,0.17764963971182665
"wh5-6nrPk777jbseK8n0a_zvGKFUAW18w4xLXZmjY7xHOnGdrVhOE4bogJm7t65_fETf-_b-hiBnaWaofzdxMXEvFs8s_eWyFRYpRTD3WqY1","2018-09-21T07:45:00Z",9,12,-49,-46,0.1853439588506015,0.181882950690997,3812,"complete","43364.2784722222","43364.2854166667",3,4,5,6,4,3,4,5,4,3,3,3,3,2,4,5,"Auf welche Bilder man wie reagiert hat",2,25,2,"548.0",0.1853439588506015,0.18188295069099655
"n6Oq2tfcp_z_kCCh-2cQewp_yqwP1tq01lWdZyfTZQfggS3jCu1yqRzG7J49XfP3s_QYZcmTd2_NBkrIg_dUu7iumx3TKWUbOSZsfSdDINg1","2018-09-21T08:07:13Z",12,7,-52,-44,0.1900162777194232,0.175423256972601,3357,"complete","43364.2944444444","43364.3020833333",3,4,6,5,4,7,2,5,7,5,4,5,4,5,4,5,"ich denke mal wie ich reagiere auf den einzelnen bildern oder erkenne was wirklich wichtig im leben ist z.b. das wenn man in hundescheisse tritt es nicht so schlimm ist wie ein krieg",2,31,2,"586.0",0.19001627771942323,0.17542325697260114
"kLWrn7y4ReJCgkAJRdYWaKXGwbLy-IMhROt7TbsouhyVtWUHLJG52cWAZsYC2A_Jixbv_HU-3F3Bux6zPL1MzSxXiH4uY3Iny1kVNW3AA2Q1","2018-09-21T08:22:23Z",8,15,-47,-46,0.185111417129105,0.186728671434999,3408,"complete","43364.3055555556","43364.3118055556",1,4,5,4,4,4,1,5,6,4,3,3,3,3,3,5,NA,2,29,2,"488.0",0.185111417129105,0.18672867143499877
"iv-T3XIgvW_ZeORdVz9iDTbysB_HXIxpscBeqj3NuykF8huagJssw6IGKuTUWBmG9EuXBmgufO8fqcEixMkKvR607gPX1byoOs6vbmkqMkY1","2018-09-21T08:51:51Z",9,9,-48,-47,0.1826034046998125,0.184268607099605,405,"complete","43364.3263888889","43364.3347222222",2,2,2,2,5,2,3,5,2,2,4,2,3,3,2,5,"weiß nicht",2,45,4,"676.0",0.1826034046998125,0.18426860709960466
"ewYXP4NNZb-IMXIscqGgB4dyKNoUaxQvz3TEsSWeBgRPBfOloh8H_C8qjVImqaTbkl01PC2Cs110rzajx0chtBG2YjsEm8RddaJLBjTjklo1","2018-09-21T08:57:48Z",7,10,-48,-50,0.1759137897966321,0.184058480002669,2442,"complete","43364.3423611111","43364.35",2,4,4,4,1,2,1,1,6,4,2,4,3,2,4,5,"Gefühle des Menschen",1,73,6,"641.0",0.1759137897966321,0.18405848000266947
"NOH0bSvLPPZtb3puTjy0vfZqDndnt-wBDv8BNXm5R_Ybr-sU5UfJwpY-cIMLrls66eYkkNspgxqEv9bNsO_VbWZ3RjmLpHBmP6IlCm4bjhQ1","2018-09-21T09:07:57Z",9,10,-48,-51,0.17359082205302,0.183848949954937,2470,"complete","43364.3381944444","43364.3444444444",2,4,2,2,4,3,2,2,6,4,2,5,2,2,3,5,"keine Ahnung",1,65,6,"512.0",0.17359082205301996,0.18384894995493667
"cIdLAO0i63EQow8_ASdeX1jbG-v5IsAKYixDaxLo985bl_tMIsn1gEHstcSV_TXzG9xc6UYlGCBpeyPj6aSIc_X4CrfHkWatz9q63vvjKWA1","2018-09-21T09:50:38Z",4,12,-46,-57,0.162198869995256,0.188296575699484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16219886999525604,0.18829657569948396
"FDxNhTIKHL81U5oO2IVnNic65Tq9HO0nab7ZY2_acI8Tdg3PdrQOsgnhjj1XSkDPC5h-GhzfgOSY59ik47rQEar5gJQ3ANdrL62FLUs1yQ81","2018-09-21T10:37:53Z",7,10,-46,-60,0.1566861664493393,0.188083733217096,946,"complete","43364.3340277778","43364.40625",1,3,5,5,2,4,2,2,5,4,2,4,2,2,4,5,NA,1,68,6,"6163.0",0.1566861664493393,0.1880837332170962
"g_x4hbredUEgX9jpw-dvOKsQ9DSMXqsLP9Hudplnh71pGyttv9H-gCvSdrjUc7fS0Evne16iFnP-Z7WV15gFAzyzwDUE8XhkNdfC8iwPM6A1","2018-09-21T10:44:42Z",6,12,-44,-64,0.1499491872760997,0.192691817946833,4292,"complete","43364.4048611111","43364.4104166667",2,5,6,4,2,4,1,3,5,3,2,4,3,1,5,5,NA,1,76,6,"459.0",0.14994918727609974,0.1926918179468334
"uqKGCNPHYX4wQyobaNaZiH1zlRY8okmdgbuN0C0RoGw2yAdERwdsTCaXzs-VIxZgZlKF0XeL_mgSUcnNsdqC1XfbXuD3G663In3Dg0MB26U1","2018-09-21T10:49:42Z",5,13,-41,-69,0.1423482503070139,0.200113408163541,4892,"complete","43364.4083333333","43364.4194444444",2,4,4,3,1,2,1,1,6,4,1,4,1,1,4,4,"Positive und Negative Auswirkungen durch Schauen der Bilder",1,48,4,"949.0",0.14234825030701392,0.20011340816354053
"k-XkVpljko8M1GGzwhJUuuBEbiSvLiTar51AgmFowv8wcJHkQCh3AEMeh_MxAddDRQ2FyfsP3w09Y88_ReHhfsoNN58T-djOrzW8h6yO7EQ1","2018-09-21T10:53:52Z",11,13,-38,-68,0.1437481771308021,0.207959818354796,4366,"complete","43364.4111111111","43364.4194444444",1,4,5,5,3,3,2,5,4,4,4,4,2,3,4,5,"echt keinen Plan",1,57,5,"697.0",0.14374817713080212,0.20795981835479577
"poHmADb37Xg2cpGp_xVHZ2UNtpLJWTpiEdxqb5YYQK2a33xFXiTXqfu9iplk7pYsJ7UaaAwRi7jvAVzeKeQEZlnIGjLUkhkydCdtovoNYwQ1","2018-09-21T10:54:56Z",9,13,-35,-69,0.1420626480788423,0.216262323705525,4224,"complete","43364.4111111111","43364.4173611111",2,3,7,5,3,5,5,4,4,3,2,3,3,2,4,5,"Umweltbewußtsein",2,77,6,"505.0",0.14206264807884234,0.21626232370552495
"1uZkD-x_07yA-HROWDGy2SAKnyJv_PFetypOlhtDIBIB-P_T9mRAFRLAZ3maf7aWg2viHN3iflzyRI8nw2V1ONOlEU1ALU5e-B4LuZWSjTA1","2018-09-21T11:02:36Z",15,11,-34,-64,0.1504334817924402,0.218936664674044,4592,"complete","43364.4166666667","43364.4229166667",1,5,6,6,4,6,2,4,4,4,3,4,3,3,4,5,"weiß nicht",1,63,5,"482.0",0.15043348179244018,0.21893666467404407
"zOzEGQ2CiXmqkVE1ZuDFpQxbnBpeCOwvSf0RVyZpuJc5TT4UZ66jxQFmDK2iTZhEFtBO69vQEJ6REW-x0q8sxGPnE5yQGK5PiOwCrHFojdc1","2018-09-21T11:02:36Z",11,10,-34,-63,0.1519622009467679,0.218697935440409,4867,"complete","43364.4090277778","43364.4368055556",2,3,7,7,3,6,1,4,5,3,2,4,2,2,4,5,"Welche Emotionen durch das betrachten der Bilder ausgelöst wird? Welche Bilder man sich am ehesten merkt?",2,39,3,"2420.0",0.15196220094676788,0.2186979354404092
"QfnoZiLLU29hWPZojDhfU-aru0xteJ1xMXMH6bICwqNOIh2gV-_8YWlboTGhw9DcvR8JGMkGYDNFcUR_aD915Bks3--Mw-iqYYIcJ8H9ka81","2018-09-21T11:03:24Z",11,10,-34,-62,0.1535178059862584,0.218459847522178,4243,"complete","43364.4173611111","43364.425",3,2,6,6,6,6,1,3,5,4,3,4,3,3,5,5,"differenz zwischen agenehmen und schlimmen bildern",2,67,6,"606.0",0.15351780598625842,0.21845984752217776
"hKP8xr-b9QeyEA0OjmEe6jvH7ZPjZAe3pS6t1jl8RPYjppSFe4BjsVGUFF1PLC5sQ32TwwFbZZJSR0bxdrYjifF49kN0eWgd3KTOJJ0VJFk1","2018-09-21T11:08:03Z",7,15,-29,-65,0.1485139639393483,0.234014025900213,2282,"complete","43364.41875","43364.4270833333",1,3,6,6,6,5,2,2,2,2,1,4,2,4,5,5,NA,1,69,6,"661.0",0.14851396393934832,0.23401402590021345
"ZYLTZLid_MCe6f6hHAWQirkY3ZceL8oW_A1AuDIQ8pXEIp306DlnaHbvbas8HAsBLaXELNGSJEUQ_QYAA5RskHkBvxTNeDlobixdAOVR_po1","2018-09-21T11:09:14Z",8,10,-29,-67,0.1452259811128211,0.233763399247541,4439,"complete","43364.4222222222","43364.4277777778",5,4,7,6,7,7,6,7,6,4,5,4,5,5,5,4,NA,2,34,2,"453.0",0.1452259811128211,0.23376339924754083
"HsRKerSWs0M9TxmTDps9OZ4TvAuWCfozJEIDxsGp1cFOOnsAweuqdfNecFI5U2y8OK9DMgS9d-UTJaM-jwM_TmXPKwZ-Le4P5c4wd6-EPMs1","2018-09-21T11:10:51Z",13,11,-28,-64,0.1501057545911383,0.236775700011925,4487,"complete","43364.4222222222","43364.4291666667",1,2,5,5,5,5,2,2,2,4,2,4,4,3,4,5,"Wahrnehmung",1,73,6,"558.0",0.15010575459113834,0.236775700011925
"WpUjU6ukSMhdmGsqW8UNjmY5xzbGZjLtjWoSFrJgAIIwEC4Mp8yX9nF5NxJq-kKExM7NnWR4lsp7pFioLwgVGCBgRV0ktcIbvy8LaNClsyo1","2018-09-21T11:15:29Z",12,9,-29,-62,0.153396058349501,0.233301447587729,4259,"complete","43364.4215277778","43364.4326388889",3,3,7,7,7,7,7,7,4,4,4,5,3,3,4,3,"aufmersamkeit",1,75,6,"956.0",0.15339605834950137,0.2333014475877288
"9RAHUFMOL-_DQSA2K1TW_udUJixg8jGUoTtfS_piG9PiUPlTWhvYjpBOsY216rIjJdNOc6D8osoq9lrb-cqpXU1LyCvfKdNntOpoyVdbZ001","2018-09-21T11:15:44Z",9,11,-28,-63,0.1515444056179269,0.23630888748055,4514,"complete","43364.4256944444","43364.4326388889",1,3,1,1,1,1,1,1,7,4,1,4,1,1,5,5,"Keine Ahnung",2,66,6,"547.0",0.1515444056179269,0.2363088874805504
"mnMEeyA3ADaXxevshRtmc2BvH2PSXAih68IUbHzYsu-PiEhAZFp4dcLVG91bzcQnmQg3IntfZfHyzk0MLAxMgUl7gYbohAce6JvEbAOBYcM1","2018-09-21T11:17:38Z",14,13,-25,-59,0.1587012495659421,0.246329112742726,4785,"complete","43364.4277777778","43364.4340277778",1,5,6,7,4,2,1,4,7,5,2,5,3,1,5,5,"welche Bilder man sich merkt",2,64,5,"578.0",0.15870124956594198,0.24632911274272593
"GUMO8n-94XFeb4oHC0_6e5aYVQG2REujVP3LIzCpcpdmoBIX008DBHA2WB-OHP2H_xBrtDbmWDcKiawWqdpq0Yxh1BaaI2DHd_m6n9_xbwI1","2018-09-21T11:25:59Z",11,9,-26,-58,0.1603661068253206,0.242652070575226,4430,"complete","43364.4326388889","43364.4402777778",1,3,6,5,6,4,4,4,5,3,4,4,4,3,4,5,NA,2,73,6,"578.0",0.1603661068253206,0.2426520705752263
"GdCJOMLzC_87ebzzjcaasS_cZH2A-yO52X8p-THnP4lQrgGZ2-3aoFGpTp0KB_xJ9OIjEwZ58nWBwS8ba6MPWqCseCpN1BHH9Z07PSoOxgE1","2018-09-21T11:30:04Z",10,8,-28,-58,0.160186043146189,0.235813900411889,4585,"complete","43364.4361111111","43364.4416666667",4,2,3,3,4,4,1,1,5,4,2,5,3,2,4,5,NA,1,44,3,"439.0",0.16018604314618895,0.23581390041188915
"JFLhiTtD78hBijSTEhQZ1ORE3aNwdwOWL546z2Z6fTSMqJROZTbG1PceejvJKzqC0D8j9RVwWnULPhQc1cE3d1e6xp4DCM9SrNe6ISYj3E81","2018-09-21T11:46:45Z",14,13,-25,-54,0.1679656913756921,0.245796142830745,4349,"complete","43364.4472222222","43364.4534722222",1,2,7,5,3,3,1,1,7,5,1,5,2,1,5,5,NA,1,42,3,"488.0",0.1679656913756921,0.24579614283074502
"nZzW5Yt9_zGeYoebdGrCP5NnNPqxolZlulEekYAgEk6bu55aos-oSwE6mymOHFQIhKjan0nA3nlSbBKYt_eIEiI0pHHfSzkbvLy7i2LYr301","2018-09-21T11:50:42Z",10,10,-25,-54,0.1677787935367292,0.245539110984855,4303,"complete","43364.45","43364.4576388889",1,4,6,6,3,4,2,4,7,4,3,5,1,2,5,5,"Umwelt und Luftverschmutzung",1,65,6,"638.0",0.1677787935367292,0.24553911098485529
"jNStTQFC_KvncHTSqxaxUxO2iExbMK1QTZqVrZKTb7FyseKDFsMCJOSNAdUz2-HxciMUXiYsE7fZhnn0k0NvpMsC12tdIES_M2JSejlDRI01","2018-09-21T11:53:43Z",6,10,-25,-58,0.1603441333609824,0.245282736340445,4245,"complete","43364.4527777778","43364.4583333333",2,2,6,5,6,5,4,5,3,3,3,2,3,4,2,5,"Reaktionen",2,70,6,"467.0",0.16034413336098238,0.24528273634044545
"ToaaV74ejcudf-XxYQMh9i2LcrI1ETTuA_m7xHZNVyvziNBgl22iFmUzFglndfC08J1gXeAaAGJdIyHT8iRMfiToR1MStx2Y86_2hyze9-Q1","2018-09-21T11:54:56Z",10,10,-25,-58,0.1601654014564583,0.245027016241969,3277,"complete","43364.4527777778","43364.4604166667",1,2,3,4,2,5,1,3,5,3,2,4,3,2,3,5,"Repeats",1,66,6,"533.0",0.16016540145645827,0.24502701624196932
"LDM1Zp3eLj850TyGTOaMyzXy5M8sCsGJM1rPP6YKPp1YdCNHNPoXenwCz_FY2QSZfoWFSVh0dcPZujmqswZlN0kHEnO3rnKwBWUrc70k2bc1","2018-09-21T12:04:52Z",13,12,-23,-55,0.1658142799844205,0.251883636584309,4255,"complete","43364.4604166667","43364.4659722222",2,2,3,4,3,4,2,3,5,4,3,4,2,2,4,5,"es gab Doppelungen - positive und negative motive",1,69,6,"480.0",0.16581427998442053,0.2518836365843092
"uxl_ScYqD4KlJAujPWYJBG-46mSJGjyUrB_4fJ5MLV8rgo68HFGI8vLsgoDpJGDWidq_OL8V4kRlkz7-YhWpEWEj2Egueqjc1taOOMZP6Qs1","2018-09-21T12:13:56Z",10,11,-22,-55,0.1656308256302917,0.255270475226819,4233,"complete","43364.4666666667","43364.4729166667",3,4,6,5,5,5,4,6,3,2,4,2,3,4,3,5,"wie oft 'positive oder negative' Bilder gezeigt wurden",1,42,3,"540.0",0.16563082563029166,0.2552704752268188
"M34xyOh1XXPEmPAisnaKwu0NwHFhmKsmARI82ysKjGSgDnFo6hA5ppumQLDQ6wGitnLeEoqORPfvxe9rFyv4wtWEsyQmqEahVqbV_tENNt41","2018-09-21T12:26:12Z",9,11,-21,-56,0.1635612616537022,0.258728749865459,4465,"complete","43364.475","43364.48125",4,3,7,6,4,2,3,7,5,4,3,4,2,4,5,5,"Reaktion auf Schockbilder und schöne Bilder",1,56,5,"501.0",0.1635612616537022,0.2587287498654589
"N3OV54zVDOKgNyDMFOnmyzscRdbnBrGp3u_1epWC4DYAwxfwiGxYYm35tzqnNGFlacodK2EbLllXBJdfrNpG5g-OOjlsuHzLxVeFY2yIKn41","2018-09-21T12:31:05Z",9,6,-25,-57,0.1615299852441607,0.24438459475019,4857,"complete","43364.4777777778","43364.4840277778",5,4,5,5,6,6,5,7,7,5,3,4,3,1,4,5,"Wie sich meine Stimmung auf jeweilige Bilder ändert",2,37,3,"548.0",0.16152998524416065,0.24438459475019034
"H1LvJIe2vQcne2iSgCOd-8VHPPi83eMCAtXDmZfeGFbDnaSSY_8GzqcyuYPTufTh8w4x6SLVWL5f4NdCO_XJKLtyvBPi7IdKz18_1lxpSYM1","2018-09-21T12:35:29Z",12,9,-26,-55,0.1652117754519152,0.240753019913345,4503,"complete","43364.48125","43364.4875",2,2,5,5,6,5,3,4,6,4,3,4,3,3,5,5,NA,2,67,6,"482.0",0.16521177545191523,0.24075301991334483
"cJ9cJHCJ7AJ3hK5Am5oW1E6KrnOe7Vkgtb1ePD7VwjIvS9fz8mV_Mk8PMxPCsC9tnIilf22_xsUQ2X8zsTGUuf6comysS09Per6g4C3nRsc1","2018-09-21T12:35:36Z",10,8,-28,-55,0.1650302208453224,0.233995450511011,4538,"complete","43364.48125","43364.4875",3,3,6,4,2,4,1,1,4,4,1,4,4,3,4,4,"nicht sicher",2,63,5,"494.0",0.16503022084532243,0.23399545051101076
"vmE8q97qdRTFkySJneeRSh_0C5bo9OajUlAxvkh9YvvCTQaW4BTV6wt54V5cj9oxwEl35WnD1zlpvVhmxMf95q2RLDLgO54zXPIoDiTjxw01","2018-09-21T12:40:44Z",11,3,-35,-54,0.1668059215156687,0.213675659599523,4223,"complete","43364.4847222222","43364.4916666667",1,3,4,1,1,1,1,1,1,3,1,3,1,3,3,5,"keine Ahnung",2,64,5,"557.0",0.16680592151566873,0.21367565959952303
"_Hf00m6MyC0aZrAKSIS4DXbTGT2Un7NYeTdhA42kEUoyQJdRJtV0fxxOFHwWkR6Q0EpYgOP4G6XV0FkuVrygtse10f0TuV0J7ayMaNMjxjw1","2018-09-21T12:41:38Z",14,13,-32,-50,0.1750602790006266,0.222222285227779,3369,"complete","43364.4854166667","43364.4916666667",2,2,5,5,3,5,2,2,6,4,2,4,1,3,4,5,"keine ahnung",1,67,6,"509.0",0.1750602790006266,0.2222222852277793
"XsLc94ndD3iDkXxB8dRRk-A9OSaObFw7CImJ4faLfgvs9IGwEU70hAQlTanj8MCzFS71vDJvo08ksgNIUAS2kq7WvQYf1a84Wl5xzMrah7Q1","2018-09-21T12:42:59Z",8,9,-33,-52,0.1708353933981116,0.219086284723342,4562,"complete","43364.4868055556","43364.4930555556",2,3,5,4,6,5,3,6,5,4,2,3,3,2,4,5,"positive und negative Ereignisse",2,61,5,"507.0",0.1708353933981116,0.21908628472334238
"08gO32CRxtC3FYacLRu5y6zKr97gzekJ6KGR-TK4fff4LwDzpuAplL1BQ1m7xo1ot-AaisZ0x443ypOqX1mLXKAhW4CjHlAEmI_Ohb8DLkU1","2018-09-21T12:46:20Z",7,11,-32,-55,0.164942603099949,0.221794153353821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16494260309994901,0.22179415335382135
"t85eqGk4qe2tzk5To_OlTgqSkQaM-hSqsvAp2cf5DZMkVZ6ZTYScU78vRbkvQfRA6FTpnyp8svhXoL8PG_fpnQDtb8Dy5646zA0WsCYUYvs1","2018-09-21T12:50:24Z",11,12,-30,-54,0.1667117598430951,0.227643533331335,4213,"complete","43364.4916666667","43364.4986111111",1,2,7,7,7,7,4,5,1,4,2,3,2,3,4,5,"Ob mich schlechte Bilder erschrecken und was ich mir von den Bildern merken kann.",2,66,6,"597.0",0.16671175984309514,0.22764353333133497
